,geo,time,life_expectancy_at_birth_with_projections
0,afg,1800,28.21
1,afg,1801,28.2
2,afg,1802,28.19
3,afg,1803,28.18
4,afg,1804,28.17
5,afg,1805,28.16
6,afg,1806,28.15
7,afg,1807,28.14
8,afg,1808,28.13
9,afg,1809,28.12
10,afg,1810,28.11
11,afg,1811,28.1
12,afg,1812,28.09
13,afg,1813,28.08
14,afg,1814,28.07
15,afg,1815,28.06
16,afg,1816,28.05
17,afg,1817,28.04
18,afg,1818,28.03
19,afg,1819,28.02
20,afg,1820,28.01
21,afg,1821,28.0
22,afg,1822,27.99
23,afg,1823,27.98
24,afg,1824,27.97
25,afg,1825,27.95
26,afg,1826,27.94
27,afg,1827,27.93
28,afg,1828,27.92
29,afg,1829,27.91
30,afg,1830,27.9
31,afg,1831,27.89
32,afg,1832,27.88
33,afg,1833,27.87
34,afg,1834,27.86
35,afg,1835,27.85
36,afg,1836,27.84
37,afg,1837,27.83
38,afg,1838,27.82
39,afg,1839,27.81
40,afg,1840,27.8
41,afg,1841,27.79
42,afg,1842,27.78
43,afg,1843,27.77
44,afg,1844,27.76
45,afg,1845,27.75
46,afg,1846,27.74
47,afg,1847,27.73
48,afg,1848,27.72
49,afg,1849,27.71
50,afg,1850,27.7
51,afg,1851,27.69
52,afg,1852,27.68
53,afg,1853,27.67
54,afg,1854,27.66
55,afg,1855,27.65
56,afg,1856,27.64
57,afg,1857,27.63
58,afg,1858,27.62
59,afg,1859,27.61
60,afg,1860,27.6
61,afg,1861,27.59
62,afg,1862,27.58
63,afg,1863,27.57
64,afg,1864,27.56
65,afg,1865,27.54
66,afg,1866,27.53
67,afg,1867,27.52
68,afg,1868,27.51
69,afg,1869,27.5
70,afg,1870,27.49
71,afg,1871,27.56
72,afg,1872,27.62
73,afg,1873,27.69
74,afg,1874,27.75
75,afg,1875,27.82
76,afg,1876,27.88
77,afg,1877,27.94
78,afg,1878,28.01
79,afg,1879,28.07
80,afg,1880,28.14
81,afg,1881,28.2
82,afg,1882,28.26
83,afg,1883,28.33
84,afg,1884,28.39
85,afg,1885,28.46
86,afg,1886,28.52
87,afg,1887,28.58
88,afg,1888,28.65
89,afg,1889,28.71
90,afg,1890,28.77
91,afg,1891,28.84
92,afg,1892,28.9
93,afg,1893,28.96
94,afg,1894,29.03
95,afg,1895,29.09
96,afg,1896,29.15
97,afg,1897,29.22
98,afg,1898,29.28
99,afg,1899,29.34
100,afg,1900,29.41
101,afg,1901,29.47
102,afg,1902,29.53
103,afg,1903,29.6
104,afg,1904,29.66
105,afg,1905,29.72
106,afg,1906,29.78
107,afg,1907,29.85
108,afg,1908,29.91
109,afg,1909,29.97
110,afg,1910,30.03
111,afg,1911,30.1
112,afg,1912,30.16
113,afg,1913,30.22
114,afg,1914,30.28
115,afg,1915,30.34
116,afg,1916,30.41
117,afg,1917,30.47
118,afg,1918,7.97
119,afg,1919,30.59
120,afg,1920,30.65
121,afg,1921,30.72
122,afg,1922,30.78
123,afg,1923,30.84
124,afg,1924,30.9
125,afg,1925,30.96
126,afg,1926,31.02
127,afg,1927,31.09
128,afg,1928,31.15
129,afg,1929,31.21
130,afg,1930,31.27
131,afg,1931,31.33
132,afg,1932,31.39
133,afg,1933,31.45
134,afg,1934,31.51
135,afg,1935,31.58
136,afg,1936,31.64
137,afg,1937,31.7
138,afg,1938,31.76
139,afg,1939,31.82
140,afg,1940,31.88
141,afg,1941,31.94
142,afg,1942,32.0
143,afg,1943,32.06
144,afg,1944,32.12
145,afg,1945,32.18
146,afg,1946,32.24
147,afg,1947,32.3
148,afg,1948,32.36
149,afg,1949,32.42
150,afg,1950,32.48
151,afg,1951,32.87
152,afg,1952,33.58
153,afg,1953,34.28
154,afg,1954,34.99
155,afg,1955,35.7
156,afg,1956,36.42
157,afg,1957,37.14
158,afg,1958,37.86
159,afg,1959,38.58
160,afg,1960,39.31
161,afg,1961,40.04
162,afg,1962,40.78
163,afg,1963,41.51
164,afg,1964,42.25
165,afg,1965,42.98
166,afg,1966,43.72
167,afg,1967,44.46
168,afg,1968,45.19
169,afg,1969,45.92
170,afg,1970,46.64
171,afg,1971,46.76
172,afg,1972,46.76
173,afg,1973,46.85
174,afg,1974,46.96
175,afg,1975,47.13
176,afg,1976,47.34
177,afg,1977,47.48
178,afg,1978,45.87
179,afg,1979,44.4
180,afg,1980,44.08
181,afg,1981,44.89
182,afg,1982,44.58
183,afg,1983,42.81
184,afg,1984,40.52
185,afg,1985,42.39
186,afg,1986,43.38
187,afg,1987,45.54
188,afg,1988,47.86
189,afg,1989,51.73
190,afg,1990,52.58
191,afg,1991,52.42
192,afg,1992,52.86
193,afg,1993,53.15
194,afg,1994,52.69
195,afg,1995,53.28
196,afg,1996,53.82
197,afg,1997,53.74
198,afg,1998,52.8
199,afg,1999,54.43
200,afg,2000,54.63
201,afg,2001,54.76
202,afg,2002,55.65
203,afg,2003,56.36
204,afg,2004,56.92
205,afg,2005,57.35
206,afg,2006,57.63
207,afg,2007,58.02
208,afg,2008,58.75
209,afg,2009,59.32
210,afg,2010,59.85
211,afg,2011,60.39
212,afg,2012,60.76
213,afg,2013,61.25
214,afg,2014,61.21
215,afg,2015,61.16
216,afg,2016,61.22
217,afg,2017,63.38
218,afg,2018,63.74
219,afg,2019,64.08
220,afg,2020,64.41
221,afg,2021,64.74
222,afg,2022,65.06
223,afg,2023,65.36
224,afg,2024,65.66
225,afg,2025,65.94
226,afg,2026,66.21
227,afg,2027,66.48
228,afg,2028,66.73
229,afg,2029,66.97
230,afg,2030,67.2
231,afg,2031,67.43
232,afg,2032,67.65
233,afg,2033,67.87
234,afg,2034,68.07
235,afg,2035,68.28
236,afg,2036,68.48
237,afg,2037,68.67
238,afg,2038,68.86
239,afg,2039,69.04
240,afg,2040,69.22
241,afg,2041,69.4
242,afg,2042,69.57
243,afg,2043,69.74
244,afg,2044,69.9
245,afg,2045,70.06
246,afg,2046,70.22
247,afg,2047,70.37
248,afg,2048,70.53
249,afg,2049,70.68
250,afg,2050,70.83
251,afg,2051,70.98
252,afg,2052,71.13
253,afg,2053,71.27
254,afg,2054,71.42
255,afg,2055,71.56
256,afg,2056,71.7
257,afg,2057,71.84
258,afg,2058,71.98
259,afg,2059,72.11
260,afg,2060,72.25
261,afg,2061,72.39
262,afg,2062,72.53
263,afg,2063,72.66
264,afg,2064,72.8
265,afg,2065,72.94
266,afg,2066,73.07
267,afg,2067,73.21
268,afg,2068,73.34
269,afg,2069,73.48
270,afg,2070,73.61
271,afg,2071,73.74
272,afg,2072,73.88
273,afg,2073,74.01
274,afg,2074,74.15
275,afg,2075,74.28
276,afg,2076,74.42
277,afg,2077,74.56
278,afg,2078,74.69
279,afg,2079,74.83
280,afg,2080,74.96
281,afg,2081,75.1
282,afg,2082,75.23
283,afg,2083,75.37
284,afg,2084,75.51
285,afg,2085,75.64
286,afg,2086,75.78
287,afg,2087,75.91
288,afg,2088,76.05
289,afg,2089,76.18
290,afg,2090,76.32
291,afg,2091,76.45
292,afg,2092,76.59
293,afg,2093,76.72
294,afg,2094,76.86
295,afg,2095,76.99
296,afg,2096,77.13
297,afg,2097,77.27
298,afg,2098,77.41
299,afg,2099,77.55
300,afg,2100,77.68
301,ago,1800,26.98
302,ago,1801,26.98
303,ago,1802,26.98
304,ago,1803,26.98
305,ago,1804,26.98
306,ago,1805,26.98
307,ago,1806,26.98
308,ago,1807,26.98
309,ago,1808,26.98
310,ago,1809,26.98
311,ago,1810,26.98
312,ago,1811,26.98
313,ago,1812,26.98
314,ago,1813,26.98
315,ago,1814,26.98
316,ago,1815,26.98
317,ago,1816,26.98
318,ago,1817,26.98
319,ago,1818,26.98
320,ago,1819,26.98
321,ago,1820,26.98
322,ago,1821,26.98
323,ago,1822,26.98
324,ago,1823,26.98
325,ago,1824,26.98
326,ago,1825,26.98
327,ago,1826,26.98
328,ago,1827,26.98
329,ago,1828,26.98
330,ago,1829,26.98
331,ago,1830,26.98
332,ago,1831,26.98
333,ago,1832,26.98
334,ago,1833,26.98
335,ago,1834,26.98
336,ago,1835,26.98
337,ago,1836,26.98
338,ago,1837,26.98
339,ago,1838,26.98
340,ago,1839,26.98
341,ago,1840,26.98
342,ago,1841,26.98
343,ago,1842,26.98
344,ago,1843,26.98
345,ago,1844,26.98
346,ago,1845,26.98
347,ago,1846,26.98
348,ago,1847,26.98
349,ago,1848,26.98
350,ago,1849,26.98
351,ago,1850,26.98
352,ago,1851,26.98
353,ago,1852,26.98
354,ago,1853,26.98
355,ago,1854,26.98
356,ago,1855,26.98
357,ago,1856,26.98
358,ago,1857,26.98
359,ago,1858,26.98
360,ago,1859,26.98
361,ago,1860,26.98
362,ago,1861,26.98
363,ago,1862,26.98
364,ago,1863,26.98
365,ago,1864,26.98
366,ago,1865,26.98
367,ago,1866,26.98
368,ago,1867,26.98
369,ago,1868,26.98
370,ago,1869,26.98
371,ago,1870,26.98
372,ago,1871,27.05
373,ago,1872,27.12
374,ago,1873,27.19
375,ago,1874,27.25
376,ago,1875,27.32
377,ago,1876,27.39
378,ago,1877,27.46
379,ago,1878,27.53
380,ago,1879,27.6
381,ago,1880,27.67
382,ago,1881,27.74
383,ago,1882,27.8
384,ago,1883,27.87
385,ago,1884,27.94
386,ago,1885,28.01
387,ago,1886,28.08
388,ago,1887,28.15
389,ago,1888,28.22
390,ago,1889,28.29
391,ago,1890,28.35
392,ago,1891,28.42
393,ago,1892,28.49
394,ago,1893,28.56
395,ago,1894,28.63
396,ago,1895,28.7
397,ago,1896,28.77
398,ago,1897,28.84
399,ago,1898,28.9
400,ago,1899,28.97
401,ago,1900,29.04
402,ago,1901,29.11
403,ago,1902,29.18
404,ago,1903,29.25
405,ago,1904,29.32
406,ago,1905,29.39
407,ago,1906,29.45
408,ago,1907,29.52
409,ago,1908,29.59
410,ago,1909,29.66
411,ago,1910,29.73
412,ago,1911,29.8
413,ago,1912,29.87
414,ago,1913,29.94
415,ago,1914,30.0
416,ago,1915,30.07
417,ago,1916,30.14
418,ago,1917,30.21
419,ago,1918,11.71
420,ago,1919,30.35
421,ago,1920,30.42
422,ago,1921,30.49
423,ago,1922,30.55
424,ago,1923,30.62
425,ago,1924,30.69
426,ago,1925,30.76
427,ago,1926,30.83
428,ago,1927,30.9
429,ago,1928,30.97
430,ago,1929,31.04
431,ago,1930,31.1
432,ago,1931,31.17
433,ago,1932,31.24
434,ago,1933,31.31
435,ago,1934,31.38
436,ago,1935,31.45
437,ago,1936,31.52
438,ago,1937,31.59
439,ago,1938,31.65
440,ago,1939,31.72
441,ago,1940,31.79
442,ago,1941,32.12
443,ago,1942,32.46
444,ago,1943,32.79
445,ago,1944,33.13
446,ago,1945,33.46
447,ago,1946,33.8
448,ago,1947,34.14
449,ago,1948,34.48
450,ago,1949,34.82
451,ago,1950,35.16
452,ago,1951,35.48
453,ago,1952,36.03
454,ago,1953,36.59
455,ago,1954,37.15
456,ago,1955,37.71
457,ago,1956,38.27
458,ago,1957,38.84
459,ago,1958,39.41
460,ago,1959,39.99
461,ago,1960,40.56
462,ago,1961,41.14
463,ago,1962,41.72
464,ago,1963,42.31
465,ago,1964,42.89
466,ago,1965,43.48
467,ago,1966,44.07
468,ago,1967,44.67
469,ago,1968,45.27
470,ago,1969,45.87
471,ago,1970,46.47
472,ago,1971,46.69
473,ago,1972,46.87
474,ago,1973,47.09
475,ago,1974,47.29
476,ago,1975,47.24
477,ago,1976,47.22
478,ago,1977,47.28
479,ago,1978,47.39
480,ago,1979,47.47
481,ago,1980,47.6
482,ago,1981,47.66
483,ago,1982,47.7
484,ago,1983,47.73
485,ago,1984,47.83
486,ago,1985,47.92
487,ago,1986,47.89
488,ago,1987,47.67
489,ago,1988,47.46
490,ago,1989,47.83
491,ago,1990,47.87
492,ago,1991,48.5
493,ago,1992,48.56
494,ago,1993,47.29
495,ago,1994,48.66
496,ago,1995,49.53
497,ago,1996,50.09
498,ago,1997,50.17
499,ago,1998,49.25
500,ago,1999,50.72
501,ago,2000,51.66
502,ago,2001,52.41
503,ago,2002,53.52
504,ago,2003,54.22
505,ago,2004,54.77
506,ago,2005,55.72
507,ago,2006,56.37
508,ago,2007,57.51
509,ago,2008,58.39
510,ago,2009,59.15
511,ago,2010,59.94
512,ago,2011,60.63
513,ago,2012,61.26
514,ago,2013,61.91
515,ago,2014,62.75
516,ago,2015,63.29
517,ago,2016,63.76
518,ago,2017,64.19
519,ago,2018,64.61
520,ago,2019,65.0
521,ago,2020,65.36
522,ago,2021,65.71
523,ago,2022,66.04
524,ago,2023,66.36
525,ago,2024,66.68
526,ago,2025,67.0
527,ago,2026,67.32
528,ago,2027,67.63
529,ago,2028,67.94
530,ago,2029,68.24
531,ago,2030,68.53
532,ago,2031,68.81
533,ago,2032,69.08
534,ago,2033,69.35
535,ago,2034,69.62
536,ago,2035,69.88
537,ago,2036,70.13
538,ago,2037,70.37
539,ago,2038,70.61
540,ago,2039,70.84
541,ago,2040,71.06
542,ago,2041,71.28
543,ago,2042,71.49
544,ago,2043,71.69
545,ago,2044,71.89
546,ago,2045,72.09
547,ago,2046,72.28
548,ago,2047,72.47
549,ago,2048,72.65
550,ago,2049,72.83
551,ago,2050,73.01
552,ago,2051,73.18
553,ago,2052,73.35
554,ago,2053,73.52
555,ago,2054,73.68
556,ago,2055,73.85
557,ago,2056,74.0
558,ago,2057,74.16
559,ago,2058,74.31
560,ago,2059,74.47
561,ago,2060,74.61
562,ago,2061,74.76
563,ago,2062,74.91
564,ago,2063,75.05
565,ago,2064,75.19
566,ago,2065,75.33
567,ago,2066,75.47
568,ago,2067,75.6
569,ago,2068,75.74
570,ago,2069,75.88
571,ago,2070,76.01
572,ago,2071,76.15
573,ago,2072,76.28
574,ago,2073,76.42
575,ago,2074,76.55
576,ago,2075,76.68
577,ago,2076,76.82
578,ago,2077,76.95
579,ago,2078,77.07
580,ago,2079,77.2
581,ago,2080,77.33
582,ago,2081,77.46
583,ago,2082,77.58
584,ago,2083,77.71
585,ago,2084,77.84
586,ago,2085,77.97
587,ago,2086,78.1
588,ago,2087,78.23
589,ago,2088,78.36
590,ago,2089,78.48
591,ago,2090,78.61
592,ago,2091,78.74
593,ago,2092,78.87
594,ago,2093,79.0
595,ago,2094,79.13
596,ago,2095,79.26
597,ago,2096,79.39
598,ago,2097,79.52
599,ago,2098,79.65
600,ago,2099,79.79
601,ago,2100,79.92
602,alb,1800,35.4
603,alb,1801,35.4
604,alb,1802,35.4
605,alb,1803,35.4
606,alb,1804,35.4
607,alb,1805,35.4
608,alb,1806,35.4
609,alb,1807,35.4
610,alb,1808,35.4
611,alb,1809,35.4
612,alb,1810,35.4
613,alb,1811,35.4
614,alb,1812,35.4
615,alb,1813,35.4
616,alb,1814,35.4
617,alb,1815,35.4
618,alb,1816,35.4
619,alb,1817,35.4
620,alb,1818,35.4
621,alb,1819,35.4
622,alb,1820,35.4
623,alb,1821,35.4
624,alb,1822,35.4
625,alb,1823,35.4
626,alb,1824,35.4
627,alb,1825,35.4
628,alb,1826,35.4
629,alb,1827,35.4
630,alb,1828,35.4
631,alb,1829,35.4
632,alb,1830,35.4
633,alb,1831,35.4
634,alb,1832,35.4
635,alb,1833,35.4
636,alb,1834,35.4
637,alb,1835,35.4
638,alb,1836,35.4
639,alb,1837,35.4
640,alb,1838,35.4
641,alb,1839,35.4
642,alb,1840,35.4
643,alb,1841,35.4
644,alb,1842,35.4
645,alb,1843,35.4
646,alb,1844,35.4
647,alb,1845,35.4
648,alb,1846,35.4
649,alb,1847,35.4
650,alb,1848,35.4
651,alb,1849,35.4
652,alb,1850,35.4
653,alb,1851,35.4
654,alb,1852,35.4
655,alb,1853,35.4
656,alb,1854,35.4
657,alb,1855,35.4
658,alb,1856,35.4
659,alb,1857,35.4
660,alb,1858,35.4
661,alb,1859,35.4
662,alb,1860,35.4
663,alb,1861,35.4
664,alb,1862,35.4
665,alb,1863,35.4
666,alb,1864,35.4
667,alb,1865,35.4
668,alb,1866,35.4
669,alb,1867,35.4
670,alb,1868,35.4
671,alb,1869,35.4
672,alb,1870,35.4
673,alb,1871,35.4
674,alb,1872,35.4
675,alb,1873,35.4
676,alb,1874,35.4
677,alb,1875,35.4
678,alb,1876,35.4
679,alb,1877,35.4
680,alb,1878,35.4
681,alb,1879,35.4
682,alb,1880,35.4
683,alb,1881,35.4
684,alb,1882,35.4
685,alb,1883,35.4
686,alb,1884,35.4
687,alb,1885,35.4
688,alb,1886,35.39
689,alb,1887,35.39
690,alb,1888,35.39
691,alb,1889,35.39
692,alb,1890,35.39
693,alb,1891,35.39
694,alb,1892,35.39
695,alb,1893,35.39
696,alb,1894,35.39
697,alb,1895,35.39
698,alb,1896,35.39
699,alb,1897,35.39
700,alb,1898,35.39
701,alb,1899,35.39
702,alb,1900,35.39
703,alb,1901,35.39
704,alb,1902,35.39
705,alb,1903,35.39
706,alb,1904,35.39
707,alb,1905,35.39
708,alb,1906,35.39
709,alb,1907,35.39
710,alb,1908,35.39
711,alb,1909,35.39
712,alb,1910,35.39
713,alb,1911,35.39
714,alb,1912,35.39
715,alb,1913,35.39
716,alb,1914,35.39
717,alb,1915,35.39
718,alb,1916,35.38
719,alb,1917,35.38
720,alb,1918,19.42
721,alb,1919,35.38
722,alb,1920,35.38
723,alb,1921,35.38
724,alb,1922,35.38
725,alb,1923,35.38
726,alb,1924,35.38
727,alb,1925,35.38
728,alb,1926,35.38
729,alb,1927,35.38
730,alb,1928,35.38
731,alb,1929,35.38
732,alb,1930,36.27
733,alb,1931,37.17
734,alb,1932,38.06
735,alb,1933,38.96
736,alb,1934,39.85
737,alb,1935,40.74
738,alb,1936,41.64
739,alb,1937,42.53
740,alb,1938,43.43
741,alb,1939,42.97
742,alb,1940,41.97
743,alb,1941,41.47
744,alb,1942,39.97
745,alb,1943,36.97
746,alb,1944,33.98
747,alb,1945,46.97
748,alb,1946,49.96
749,alb,1947,51.47
750,alb,1948,52.36
751,alb,1949,53.26
752,alb,1950,54.15
753,alb,1951,54.36
754,alb,1952,54.83
755,alb,1953,55.43
756,alb,1954,56.14
757,alb,1955,56.97
758,alb,1956,57.9
759,alb,1957,58.93
760,alb,1958,60.02
761,alb,1959,61.15
762,alb,1960,62.24
763,alb,1961,63.26
764,alb,1962,64.15
765,alb,1963,64.87
766,alb,1964,65.42
767,alb,1965,65.8
768,alb,1966,66.06
769,alb,1967,66.26
770,alb,1968,66.44
771,alb,1969,66.64
772,alb,1970,66.89
773,alb,1971,67.5
774,alb,1972,68.11
775,alb,1973,68.72
776,alb,1974,69.29
777,alb,1975,69.82
778,alb,1976,70.32
779,alb,1977,70.78
780,alb,1978,71.19
781,alb,1979,71.46
782,alb,1980,71.71
783,alb,1981,71.85
784,alb,1982,71.96
785,alb,1983,72.06
786,alb,1984,72.26
787,alb,1985,72.44
788,alb,1986,72.61
789,alb,1987,72.63
790,alb,1988,72.85
791,alb,1989,73.1
792,alb,1990,73.34
793,alb,1991,73.01
794,alb,1992,73.38
795,alb,1993,73.86
796,alb,1994,74.47
797,alb,1995,74.6
798,alb,1996,74.39
799,alb,1997,72.54
800,alb,1998,74.45
801,alb,1999,74.63
802,alb,2000,74.9
803,alb,2001,75.21
804,alb,2002,75.32
805,alb,2003,75.41
806,alb,2004,75.6
807,alb,2005,76.0
808,alb,2006,76.36
809,alb,2007,76.91
810,alb,2008,77.03
811,alb,2009,77.45
812,alb,2010,77.64
813,alb,2011,77.73
814,alb,2012,77.83
815,alb,2013,77.91
816,alb,2014,77.92
817,alb,2015,78.02
818,alb,2016,78.12
819,alb,2017,78.23
820,alb,2018,78.35
821,alb,2019,78.47
822,alb,2020,78.58
823,alb,2021,78.7
824,alb,2022,78.81
825,alb,2023,78.93
826,alb,2024,79.06
827,alb,2025,79.2
828,alb,2026,79.34
829,alb,2027,79.5
830,alb,2028,79.66
831,alb,2029,79.82
832,alb,2030,79.99
833,alb,2031,80.15
834,alb,2032,80.31
835,alb,2033,80.47
836,alb,2034,80.61
837,alb,2035,80.76
838,alb,2036,80.9
839,alb,2037,81.03
840,alb,2038,81.17
841,alb,2039,81.31
842,alb,2040,81.44
843,alb,2041,81.58
844,alb,2042,81.72
845,alb,2043,81.85
846,alb,2044,81.99
847,alb,2045,82.13
848,alb,2046,82.27
849,alb,2047,82.41
850,alb,2048,82.55
851,alb,2049,82.69
852,alb,2050,82.82
853,alb,2051,82.96
854,alb,2052,83.09
855,alb,2053,83.23
856,alb,2054,83.36
857,alb,2055,83.49
858,alb,2056,83.61
859,alb,2057,83.74
860,alb,2058,83.87
861,alb,2059,83.99
862,alb,2060,84.11
863,alb,2061,84.23
864,alb,2062,84.35
865,alb,2063,84.46
866,alb,2064,84.58
867,alb,2065,84.69
868,alb,2066,84.8
869,alb,2067,84.91
870,alb,2068,85.02
871,alb,2069,85.13
872,alb,2070,85.23
873,alb,2071,85.34
874,alb,2072,85.44
875,alb,2073,85.54
876,alb,2074,85.65
877,alb,2075,85.75
878,alb,2076,85.85
879,alb,2077,85.95
880,alb,2078,86.05
881,alb,2079,86.15
882,alb,2080,86.26
883,alb,2081,86.36
884,alb,2082,86.46
885,alb,2083,86.56
886,alb,2084,86.67
887,alb,2085,86.77
888,alb,2086,86.87
889,alb,2087,86.97
890,alb,2088,87.07
891,alb,2089,87.18
892,alb,2090,87.28
893,alb,2091,87.38
894,alb,2092,87.49
895,alb,2093,87.59
896,alb,2094,87.7
897,alb,2095,87.8
898,alb,2096,87.9
899,alb,2097,88.01
900,alb,2098,88.11
901,alb,2099,88.22
902,alb,2100,88.32
903,and,1970,75.48
904,and,1971,75.78
905,and,1972,76.1
906,and,1973,76.42
907,and,1974,76.7
908,and,1975,76.95
909,and,1976,77.22
910,and,1977,77.52
911,and,1978,77.82
912,and,1979,78.08
913,and,1980,78.24
914,and,1981,78.31
915,and,1982,78.28
916,and,1983,78.32
917,and,1984,78.46
918,and,1985,78.58
919,and,1986,78.67
920,and,1987,78.75
921,and,1988,78.83
922,and,1989,78.91
923,and,1990,79.0
924,and,1991,79.08
925,and,1992,79.12
926,and,1993,79.31
927,and,1994,79.47
928,and,1995,79.74
929,and,1996,80.03
930,and,1997,80.35
931,and,1998,80.64
932,and,1999,80.91
933,and,2000,81.15
934,and,2001,81.36
935,and,2002,81.56
936,and,2003,81.67
937,and,2004,81.7
938,and,2005,81.82
939,and,2006,81.98
940,and,2007,82.1
941,and,2008,82.18
942,and,2009,82.22
943,and,2010,82.29
944,and,2011,82.37
945,and,2012,82.41
946,and,2013,82.46
947,and,2014,82.52
948,and,2015,82.62
949,and,2016,82.66
950,and,2017,82.7
951,are,1800,30.7
952,are,1801,30.7
953,are,1802,30.7
954,are,1803,30.7
955,are,1804,30.7
956,are,1805,30.7
957,are,1806,30.7
958,are,1807,30.7
959,are,1808,30.7
960,are,1809,30.7
961,are,1810,30.7
962,are,1811,30.7
963,are,1812,30.7
964,are,1813,30.7
965,are,1814,30.7
966,are,1815,30.7
967,are,1816,30.7
968,are,1817,30.7
969,are,1818,30.7
970,are,1819,30.7
971,are,1820,30.7
972,are,1821,30.7
973,are,1822,30.7
974,are,1823,30.7
975,are,1824,30.7
976,are,1825,30.7
977,are,1826,30.7
978,are,1827,30.7
979,are,1828,30.7
980,are,1829,30.7
981,are,1830,30.7
982,are,1831,30.7
983,are,1832,30.7
984,are,1833,30.7
985,are,1834,30.7
986,are,1835,30.7
987,are,1836,30.7
988,are,1837,30.7
989,are,1838,30.7
990,are,1839,30.7
991,are,1840,30.7
992,are,1841,30.7
993,are,1842,30.7
994,are,1843,30.7
995,are,1844,30.7
996,are,1845,30.7
997,are,1846,30.7
998,are,1847,30.7
999,are,1848,30.7
1000,are,1849,30.7
1001,are,1850,30.7
1002,are,1851,30.7
1003,are,1852,30.7
1004,are,1853,30.7
1005,are,1854,30.7
1006,are,1855,30.7
1007,are,1856,30.7
1008,are,1857,30.7
1009,are,1858,30.7
1010,are,1859,30.7
1011,are,1860,30.7
1012,are,1861,30.7
1013,are,1862,30.7
1014,are,1863,30.7
1015,are,1864,30.7
1016,are,1865,30.7
1017,are,1866,30.7
1018,are,1867,30.7
1019,are,1868,30.7
1020,are,1869,30.7
1021,are,1870,30.7
1022,are,1871,30.71
1023,are,1872,30.72
1024,are,1873,30.73
1025,are,1874,30.74
1026,are,1875,30.76
1027,are,1876,30.77
1028,are,1877,30.78
1029,are,1878,30.79
1030,are,1879,30.8
1031,are,1880,30.81
1032,are,1881,30.82
1033,are,1882,30.83
1034,are,1883,30.85
1035,are,1884,30.86
1036,are,1885,30.87
1037,are,1886,30.88
1038,are,1887,30.89
1039,are,1888,30.9
1040,are,1889,30.91
1041,are,1890,30.92
1042,are,1891,30.94
1043,are,1892,30.95
1044,are,1893,30.96
1045,are,1894,30.97
1046,are,1895,30.98
1047,are,1896,30.99
1048,are,1897,31.0
1049,are,1898,31.01
1050,are,1899,31.03
1051,are,1900,31.04
1052,are,1901,31.05
1053,are,1902,31.06
1054,are,1903,31.07
1055,are,1904,31.08
1056,are,1905,31.09
1057,are,1906,31.1
1058,are,1907,31.12
1059,are,1908,31.13
1060,are,1909,31.14
1061,are,1910,31.15
1062,are,1911,31.16
1063,are,1912,31.17
1064,are,1913,31.18
1065,are,1914,31.19
1066,are,1915,31.21
1067,are,1916,31.22
1068,are,1917,31.23
1069,are,1918,25.9
1070,are,1919,31.25
1071,are,1920,31.26
1072,are,1921,31.27
1073,are,1922,31.28
1074,are,1923,31.3
1075,are,1924,31.31
1076,are,1925,31.32
1077,are,1926,31.33
1078,are,1927,31.34
1079,are,1928,31.35
1080,are,1929,31.36
1081,are,1930,31.37
1082,are,1931,31.39
1083,are,1932,31.4
1084,are,1933,31.41
1085,are,1934,31.42
1086,are,1935,31.43
1087,are,1936,31.44
1088,are,1937,31.45
1089,are,1938,31.46
1090,are,1939,31.48
1091,are,1940,31.49
1092,are,1941,31.5
1093,are,1942,31.51
1094,are,1943,31.52
1095,are,1944,31.53
1096,are,1945,31.54
1097,are,1946,33.76
1098,are,1947,35.97
1099,are,1948,38.19
1100,are,1949,40.41
1101,are,1950,42.63
1102,are,1951,43.28
1103,are,1952,44.55
1104,are,1953,45.8
1105,are,1954,47.02
1106,are,1955,48.22
1107,are,1956,49.4
1108,are,1957,50.56
1109,are,1958,51.7
1110,are,1959,52.83
1111,are,1960,53.94
1112,are,1961,55.03
1113,are,1962,56.13
1114,are,1963,57.2
1115,are,1964,58.27
1116,are,1965,59.31
1117,are,1966,60.32
1118,are,1967,61.28
1119,are,1968,62.19
1120,are,1969,63.06
1121,are,1970,63.87
1122,are,1971,64.86
1123,are,1972,65.42
1124,are,1973,65.89
1125,are,1974,66.42
1126,are,1975,66.92
1127,are,1976,67.41
1128,are,1977,67.92
1129,are,1978,68.33
1130,are,1979,68.8
1131,are,1980,69.35
1132,are,1981,69.81
1133,are,1982,70.21
1134,are,1983,70.3
1135,are,1984,70.72
1136,are,1985,70.94
1137,are,1986,70.99
1138,are,1987,71.05
1139,are,1988,71.05
1140,are,1989,71.11
1141,are,1990,71.24
1142,are,1991,71.47
1143,are,1992,71.67
1144,are,1993,71.84
1145,are,1994,71.99
1146,are,1995,72.12
1147,are,1996,72.31
1148,are,1997,72.39
1149,are,1998,72.2
1150,are,1999,71.9
1151,are,2000,71.8
1152,are,2001,71.8
1153,are,2002,72.13
1154,are,2003,72.02
1155,are,2004,72.02
1156,are,2005,72.49
1157,are,2006,72.57
1158,are,2007,72.64
1159,are,2008,72.83
1160,are,2009,72.87
1161,are,2010,72.88
1162,are,2011,72.92
1163,are,2012,72.94
1164,are,2013,72.99
1165,are,2014,73.06
1166,are,2015,73.14
1167,are,2016,73.23
1168,are,2017,73.32
1169,are,2018,73.48
1170,are,2019,73.63
1171,are,2020,73.77
