,geo,time,life_expectancy_at_birth_with_projections
12596,cyp,2007,78.79
12597,cyp,2008,79.31
12598,cyp,2009,79.69
12599,cyp,2010,80.12
12600,cyp,2011,80.52
12601,cyp,2012,80.9
12602,cyp,2013,81.13
12603,cyp,2014,81.3
12604,cyp,2015,81.46
12605,cyp,2016,81.65
12606,cyp,2017,81.72
12607,cyp,2018,81.88
12608,cyp,2019,82.03
12609,cyp,2020,82.19
12610,cyp,2021,82.34
12611,cyp,2022,82.5
12612,cyp,2023,82.65
12613,cyp,2024,82.81
12614,cyp,2025,82.96
12615,cyp,2026,83.12
12616,cyp,2027,83.27
12617,cyp,2028,83.43
12618,cyp,2029,83.58
12619,cyp,2030,83.74
12620,cyp,2031,83.89
12621,cyp,2032,84.04
12622,cyp,2033,84.2
12623,cyp,2034,84.35
12624,cyp,2035,84.5
12625,cyp,2036,84.64
12626,cyp,2037,84.78
12627,cyp,2038,84.93
12628,cyp,2039,85.06
12629,cyp,2040,85.2
12630,cyp,2041,85.33
12631,cyp,2042,85.46
12632,cyp,2043,85.58
12633,cyp,2044,85.71
12634,cyp,2045,85.83
12635,cyp,2046,85.95
12636,cyp,2047,86.08
12637,cyp,2048,86.19
12638,cyp,2049,86.31
12639,cyp,2050,86.43
12640,cyp,2051,86.54
12641,cyp,2052,86.66
12642,cyp,2053,86.77
12643,cyp,2054,86.88
12644,cyp,2055,86.99
12645,cyp,2056,87.1
12646,cyp,2057,87.21
12647,cyp,2058,87.32
12648,cyp,2059,87.43
12649,cyp,2060,87.54
12650,cyp,2061,87.65
12651,cyp,2062,87.76
12652,cyp,2063,87.87
12653,cyp,2064,87.98
12654,cyp,2065,88.09
12655,cyp,2066,88.19
12656,cyp,2067,88.3
12657,cyp,2068,88.41
12658,cyp,2069,88.52
12659,cyp,2070,88.62
12660,cyp,2071,88.73
12661,cyp,2072,88.83
12662,cyp,2073,88.94
12663,cyp,2074,89.04
12664,cyp,2075,89.15
12665,cyp,2076,89.26
12666,cyp,2077,89.36
12667,cyp,2078,89.47
12668,cyp,2079,89.58
12669,cyp,2080,89.68
12670,cyp,2081,89.79
12671,cyp,2082,89.9
12672,cyp,2083,90.01
12673,cyp,2084,90.11
12674,cyp,2085,90.22
12675,cyp,2086,90.33
12676,cyp,2087,90.43
12677,cyp,2088,90.54
12678,cyp,2089,90.65
12679,cyp,2090,90.76
12680,cyp,2091,90.87
12681,cyp,2092,90.98
12682,cyp,2093,91.09
12683,cyp,2094,91.2
12684,cyp,2095,91.31
12685,cyp,2096,91.42
12686,cyp,2097,91.53
12687,cyp,2098,91.63
12688,cyp,2099,91.74
12689,cyp,2100,91.84
12690,cze,1800,34.95
12691,cze,1801,34.95
12692,cze,1802,34.95
12693,cze,1803,34.95
12694,cze,1804,34.95
12695,cze,1805,34.95
12696,cze,1806,34.95
12697,cze,1807,34.95
12698,cze,1808,34.95
12699,cze,1809,34.95
12700,cze,1810,34.95
12701,cze,1811,34.95
12702,cze,1812,34.95
12703,cze,1813,34.95
12704,cze,1814,34.95
12705,cze,1815,34.95
12706,cze,1816,34.95
12707,cze,1817,34.95
12708,cze,1818,34.95
12709,cze,1819,34.95
12710,cze,1820,34.95
12711,cze,1821,34.95
12712,cze,1822,34.95
12713,cze,1823,34.95
12714,cze,1824,34.95
12715,cze,1825,34.95
12716,cze,1826,34.95
12717,cze,1827,34.95
12718,cze,1828,34.95
12719,cze,1829,34.95
12720,cze,1830,34.95
12721,cze,1831,34.95
12722,cze,1832,34.95
12723,cze,1833,34.95
12724,cze,1834,34.95
12725,cze,1835,34.95
12726,cze,1836,34.95
12727,cze,1837,34.95
12728,cze,1838,34.95
12729,cze,1839,34.95
12730,cze,1840,34.95
12731,cze,1841,34.95
12732,cze,1842,34.95
12733,cze,1843,34.95
12734,cze,1844,34.95
12735,cze,1845,34.95
12736,cze,1846,34.95
12737,cze,1847,34.95
12738,cze,1848,34.95
12739,cze,1849,34.95
12740,cze,1850,34.95
12741,cze,1851,34.95
12742,cze,1852,34.95
12743,cze,1853,34.95
12744,cze,1854,34.95
12745,cze,1855,34.95
12746,cze,1856,34.95
12747,cze,1857,34.95
12748,cze,1858,34.95
12749,cze,1859,34.95
12750,cze,1860,34.95
12751,cze,1861,34.95
12752,cze,1862,34.95
12753,cze,1863,34.95
12754,cze,1864,34.95
12755,cze,1865,34.95
12756,cze,1866,34.95
12757,cze,1867,34.95
12758,cze,1868,34.95
12759,cze,1869,34.95
12760,cze,1870,34.95
12761,cze,1871,34.95
12762,cze,1872,34.95
12763,cze,1873,34.95
12764,cze,1874,34.95
12765,cze,1875,34.95
12766,cze,1876,34.95
12767,cze,1877,34.95
12768,cze,1878,34.95
12769,cze,1879,34.95
12770,cze,1880,34.95
12771,cze,1881,34.96
12772,cze,1882,34.96
12773,cze,1883,34.96
12774,cze,1884,34.96
12775,cze,1885,34.96
12776,cze,1886,34.96
12777,cze,1887,34.96
12778,cze,1888,34.96
12779,cze,1889,34.97
12780,cze,1890,34.97
12781,cze,1891,34.97
12782,cze,1892,34.97
12783,cze,1893,34.97
12784,cze,1894,34.97
12785,cze,1895,35.85
12786,cze,1896,36.72
12787,cze,1897,37.6
12788,cze,1898,38.47
12789,cze,1899,39.35
12790,cze,1900,40.23
12791,cze,1901,40.63
12792,cze,1902,41.03
12793,cze,1903,41.43
12794,cze,1904,41.84
12795,cze,1905,42.24
12796,cze,1906,42.64
12797,cze,1907,43.05
12798,cze,1908,43.45
12799,cze,1909,43.85
12800,cze,1910,44.25
12801,cze,1911,44.81
12802,cze,1912,45.37
12803,cze,1913,45.93
12804,cze,1914,46.49
12805,cze,1915,47.05
12806,cze,1916,47.61
12807,cze,1917,48.17
12808,cze,1918,35.69
12809,cze,1919,49.29
12810,cze,1920,49.85
12811,cze,1921,50.41
12812,cze,1922,50.97
12813,cze,1923,51.53
12814,cze,1924,52.09
12815,cze,1925,52.65
12816,cze,1926,53.21
12817,cze,1927,53.77
12818,cze,1928,54.32
12819,cze,1929,54.88
12820,cze,1930,55.44
12821,cze,1931,55.85
12822,cze,1932,56.27
12823,cze,1933,56.68
12824,cze,1934,57.09
12825,cze,1935,57.5
12826,cze,1936,57.91
12827,cze,1937,58.32
12828,cze,1938,58.78
12829,cze,1939,59.08
12830,cze,1940,58.86
12831,cze,1941,58.56
12832,cze,1942,56.66
12833,cze,1943,51.87
12834,cze,1944,46.78
12835,cze,1945,44.79
12836,cze,1946,57.85
12837,cze,1947,61.84
12838,cze,1948,62.84
12839,cze,1949,63.83
12840,cze,1950,64.26
12841,cze,1951,65.07
12842,cze,1952,66.69
12843,cze,1953,67.37
12844,cze,1954,67.86
12845,cze,1955,68.77
12846,cze,1956,69.17
12847,cze,1957,68.83
12848,cze,1958,69.73
12849,cze,1959,69.71
12850,cze,1960,70.25
12851,cze,1961,70.42
12852,cze,1962,69.68
12853,cze,1963,70.2
12854,cze,1964,70.36
12855,cze,1965,70.05
12856,cze,1966,70.26
12857,cze,1967,70.15
12858,cze,1968,69.71
12859,cze,1969,69.21
12860,cze,1970,69.3
12861,cze,1971,69.39
12862,cze,1972,69.64
12863,cze,1973,69.71
12864,cze,1974,69.91
12865,cze,1975,70.1
12866,cze,1976,70.23
12867,cze,1977,70.3
12868,cze,1978,70.38
12869,cze,1979,70.38
12870,cze,1980,70.24
12871,cze,1981,70.35
12872,cze,1982,70.38
12873,cze,1983,70.44
12874,cze,1984,70.56
12875,cze,1985,70.76
12876,cze,1986,70.94
12877,cze,1987,71.14
12878,cze,1988,71.29
12879,cze,1989,71.38
12880,cze,1990,71.46
12881,cze,1991,71.95
12882,cze,1992,72.32
12883,cze,1993,72.87
12884,cze,1994,73.09
12885,cze,1995,73.26
12886,cze,1996,73.87
12887,cze,1997,74.0
12888,cze,1998,74.57
12889,cze,1999,74.85
12890,cze,2000,75.04
12891,cze,2001,75.34
12892,cze,2002,75.54
12893,cze,2003,75.47
12894,cze,2004,75.98
12895,cze,2005,76.27
12896,cze,2006,76.78
12897,cze,2007,77.02
12898,cze,2008,77.18
12899,cze,2009,77.45
12900,cze,2010,77.68
12901,cze,2011,77.89
12902,cze,2012,78.13
12903,cze,2013,78.38
12904,cze,2014,78.79
12905,cze,2015,78.85
12906,cze,2016,79.02
12907,cze,2017,79.17
12908,cze,2018,79.33
12909,cze,2019,79.48
12910,cze,2020,79.63
12911,cze,2021,79.77
12912,cze,2022,79.9
12913,cze,2023,80.04
12914,cze,2024,80.18
12915,cze,2025,80.32
12916,cze,2026,80.46
12917,cze,2027,80.61
12918,cze,2028,80.75
12919,cze,2029,80.9
12920,cze,2030,81.04
12921,cze,2031,81.19
12922,cze,2032,81.33
12923,cze,2033,81.48
12924,cze,2034,81.62
12925,cze,2035,81.77
12926,cze,2036,81.92
12927,cze,2037,82.06
12928,cze,2038,82.21
12929,cze,2039,82.36
12930,cze,2040,82.5
12931,cze,2041,82.65
12932,cze,2042,82.79
12933,cze,2043,82.93
12934,cze,2044,83.07
12935,cze,2045,83.21
12936,cze,2046,83.35
12937,cze,2047,83.48
12938,cze,2048,83.61
12939,cze,2049,83.74
12940,cze,2050,83.87
12941,cze,2051,84.0
12942,cze,2052,84.12
12943,cze,2053,84.24
12944,cze,2054,84.36
12945,cze,2055,84.48
12946,cze,2056,84.6
12947,cze,2057,84.72
12948,cze,2058,84.84
12949,cze,2059,84.95
12950,cze,2060,85.07
12951,cze,2061,85.18
12952,cze,2062,85.3
12953,cze,2063,85.41
12954,cze,2064,85.52
12955,cze,2065,85.63
12956,cze,2066,85.74
12957,cze,2067,85.85
12958,cze,2068,85.96
12959,cze,2069,86.07
12960,cze,2070,86.18
12961,cze,2071,86.28
12962,cze,2072,86.39
12963,cze,2073,86.49
12964,cze,2074,86.6
12965,cze,2075,86.7
12966,cze,2076,86.81
12967,cze,2077,86.91
12968,cze,2078,87.02
12969,cze,2079,87.12
12970,cze,2080,87.23
12971,cze,2081,87.34
12972,cze,2082,87.44
12973,cze,2083,87.55
12974,cze,2084,87.65
12975,cze,2085,87.76
12976,cze,2086,87.86
12977,cze,2087,87.97
12978,cze,2088,88.07
12979,cze,2089,88.18
12980,cze,2090,88.29
12981,cze,2091,88.39
12982,cze,2092,88.5
12983,cze,2093,88.6
12984,cze,2094,88.71
12985,cze,2095,88.81
12986,cze,2096,88.92
12987,cze,2097,89.02
12988,cze,2098,89.13
12989,cze,2099,89.23
12990,cze,2100,89.34
12991,deu,1800,38.37
12992,deu,1801,38.37
12993,deu,1802,38.37
12994,deu,1803,38.37
12995,deu,1804,38.37
12996,deu,1805,38.37
12997,deu,1806,38.37
12998,deu,1807,38.37
12999,deu,1808,38.37
13000,deu,1809,38.37
13001,deu,1810,38.37
13002,deu,1811,38.37
13003,deu,1812,38.37
13004,deu,1813,38.37
13005,deu,1814,38.37
13006,deu,1815,38.37
13007,deu,1816,38.37
13008,deu,1817,38.37
13009,deu,1818,38.37
13010,deu,1819,38.37
13011,deu,1820,38.37
13012,deu,1821,38.37
13013,deu,1822,38.37
13014,deu,1823,38.37
13015,deu,1824,38.37
13016,deu,1825,38.37
13017,deu,1826,38.37
13018,deu,1827,38.37
13019,deu,1828,38.37
13020,deu,1829,38.37
13021,deu,1830,38.37
13022,deu,1831,38.37
13023,deu,1832,38.37
13024,deu,1833,38.37
13025,deu,1834,38.37
13026,deu,1835,38.37
13027,deu,1836,38.37
13028,deu,1837,38.37
13029,deu,1838,38.37
13030,deu,1839,38.37
13031,deu,1840,38.37
13032,deu,1841,38.37
13033,deu,1842,38.37
13034,deu,1843,38.37
13035,deu,1844,38.37
13036,deu,1845,38.37
13037,deu,1846,38.37
13038,deu,1847,38.37
13039,deu,1848,38.37
13040,deu,1849,38.37
13041,deu,1850,38.37
13042,deu,1851,38.37
13043,deu,1852,38.37
13044,deu,1853,38.37
13045,deu,1854,38.37
13046,deu,1855,38.37
13047,deu,1856,38.37
13048,deu,1857,38.37
13049,deu,1858,38.37
13050,deu,1859,38.37
13051,deu,1860,38.37
13052,deu,1861,38.37
13053,deu,1862,38.37
13054,deu,1863,38.37
13055,deu,1864,38.37
13056,deu,1865,38.37
13057,deu,1866,38.37
13058,deu,1867,38.37
13059,deu,1868,38.37
13060,deu,1869,38.37
13061,deu,1870,38.37
13062,deu,1871,38.37
13063,deu,1872,38.37
13064,deu,1873,38.37
13065,deu,1874,38.37
13066,deu,1875,38.37
13067,deu,1876,38.48
13068,deu,1877,38.59
13069,deu,1878,38.7
13070,deu,1879,38.81
13071,deu,1880,38.91
13072,deu,1881,39.02
13073,deu,1882,39.13
13074,deu,1883,39.24
13075,deu,1884,39.34
13076,deu,1885,39.45
13077,deu,1886,39.75
13078,deu,1887,40.04
13079,deu,1888,40.34
13080,deu,1889,40.63
13081,deu,1890,40.93
13082,deu,1891,41.22
13083,deu,1892,41.52
13084,deu,1893,41.81
13085,deu,1894,42.11
13086,deu,1895,42.4
13087,deu,1896,42.71
13088,deu,1897,43.02
13089,deu,1898,43.33
13090,deu,1899,43.63
13091,deu,1900,43.94
13092,deu,1901,44.25
13093,deu,1902,44.56
13094,deu,1903,44.87
13095,deu,1904,45.18
13096,deu,1905,45.48
13097,deu,1906,46.08
13098,deu,1907,46.67
13099,deu,1908,47.26
13100,deu,1909,47.86
13101,deu,1910,48.45
13102,deu,1911,49.04
13103,deu,1912,49.64
13104,deu,1913,50.23
13105,deu,1914,46.22
13106,deu,1915,40.56
13107,deu,1916,39.03
13108,deu,1917,40.12
13109,deu,1918,32.97
13110,deu,1919,48.37
13111,deu,1920,53.56
13112,deu,1921,55.07
13113,deu,1922,55.68
13114,deu,1923,56.28
13115,deu,1924,56.88
13116,deu,1925,57.49
13117,deu,1926,57.9
13118,deu,1927,58.31
13119,deu,1928,58.72
13120,deu,1929,59.13
13121,deu,1930,59.54
13122,deu,1931,59.94
13123,deu,1932,60.35
13124,deu,1933,60.76
13125,deu,1934,61.17
13126,deu,1935,61.58
13127,deu,1936,61.87
13128,deu,1937,62.16
13129,deu,1938,62.45
13130,deu,1939,61.09
13131,deu,1940,60.75
13132,deu,1941,59.09
13133,deu,1942,55.08
13134,deu,1943,49.78
13135,deu,1944,37.06
13136,deu,1945,29.05
13137,deu,1946,60.61
13138,deu,1947,62.21
13139,deu,1948,63.81
13140,deu,1949,65.41
13141,deu,1950,67.02
13142,deu,1951,67.18
13143,deu,1952,67.5
13144,deu,1953,67.81
13145,deu,1954,68.11
13146,deu,1955,68.39
13147,deu,1956,68.69
13148,deu,1957,68.61
13149,deu,1958,69.35
13150,deu,1959,69.46
13151,deu,1960,69.38
13152,deu,1961,69.97
13153,deu,1962,70.14
13154,deu,1963,70.23
13155,deu,1964,70.79
13156,deu,1965,70.78
13157,deu,1966,70.89
13158,deu,1967,71.11
13159,deu,1968,70.76
13160,deu,1969,70.61
13161,deu,1970,70.85
13162,deu,1971,70.93
13163,deu,1972,71.15
13164,deu,1973,71.37
13165,deu,1974,71.59
13166,deu,1975,71.77
13167,deu,1976,72.15
13168,deu,1977,72.54
13169,deu,1978,72.73
13170,deu,1979,73.01
13171,deu,1980,73.22
13172,deu,1981,73.45
13173,deu,1982,73.69
13174,deu,1983,73.97
13175,deu,1984,74.27
13176,deu,1985,74.49
13177,deu,1986,74.7
13178,deu,1987,74.98
13179,deu,1988,75.2
13180,deu,1989,75.41
13181,deu,1990,75.54
13182,deu,1991,75.72
13183,deu,1992,76.08
13184,deu,1993,76.21
13185,deu,1994,76.49
13186,deu,1995,76.74
13187,deu,1996,76.99
13188,deu,1997,77.36
13189,deu,1998,77.78
13190,deu,1999,78.04
13191,deu,2000,78.29
13192,deu,2001,78.62
13193,deu,2002,78.73
13194,deu,2003,78.85
13195,deu,2004,79.37
13196,deu,2005,79.66
13197,deu,2006,79.93
13198,deu,2007,80.06
13199,deu,2008,80.17
13200,deu,2009,80.25
13201,deu,2010,80.4
13202,deu,2011,80.53
13203,deu,2012,80.73
13204,deu,2013,80.64
13205,deu,2014,80.91
13206,deu,2015,80.65
13207,deu,2016,80.51
13208,deu,2017,80.63
13209,deu,2018,80.78
13210,deu,2019,80.92
13211,deu,2020,81.07
13212,deu,2021,81.23
13213,deu,2022,81.38
13214,deu,2023,81.54
13215,deu,2024,81.7
13216,deu,2025,81.86
13217,deu,2026,82.02
13218,deu,2027,82.17
13219,deu,2028,82.33
13220,deu,2029,82.48
13221,deu,2030,82.63
13222,deu,2031,82.77
13223,deu,2032,82.91
13224,deu,2033,83.05
13225,deu,2034,83.19
13226,deu,2035,83.32
13227,deu,2036,83.45
13228,deu,2037,83.58
13229,deu,2038,83.71
13230,deu,2039,83.83
13231,deu,2040,83.96
13232,deu,2041,84.08
13233,deu,2042,84.2
13234,deu,2043,84.32
13235,deu,2044,84.44
13236,deu,2045,84.55
13237,deu,2046,84.67
13238,deu,2047,84.78
13239,deu,2048,84.9
13240,deu,2049,85.01
13241,deu,2050,85.13
13242,deu,2051,85.24
13243,deu,2052,85.36
13244,deu,2053,85.47
13245,deu,2054,85.58
13246,deu,2055,85.7
13247,deu,2056,85.81
13248,deu,2057,85.92
13249,deu,2058,86.03
13250,deu,2059,86.14
13251,deu,2060,86.25
13252,deu,2061,86.36
13253,deu,2062,86.47
13254,deu,2063,86.58
13255,deu,2064,86.69
13256,deu,2065,86.8
13257,deu,2066,86.91
13258,deu,2067,87.02
13259,deu,2068,87.13
13260,deu,2069,87.24
13261,deu,2070,87.35
13262,deu,2071,87.46
13263,deu,2072,87.57
13264,deu,2073,87.68
13265,deu,2074,87.79
13266,deu,2075,87.9
13267,deu,2076,88.01
13268,deu,2077,88.12
13269,deu,2078,88.23
13270,deu,2079,88.34
13271,deu,2080,88.45
13272,deu,2081,88.56
13273,deu,2082,88.68
13274,deu,2083,88.78
13275,deu,2084,88.89
13276,deu,2085,89.0
13277,deu,2086,89.11
13278,deu,2087,89.22
13279,deu,2088,89.32
13280,deu,2089,89.43
13281,deu,2090,89.54
13282,deu,2091,89.65
13283,deu,2092,89.76
13284,deu,2093,89.87
13285,deu,2094,89.98
13286,deu,2095,90.09
13287,deu,2096,90.21
13288,deu,2097,90.32
13289,deu,2098,90.43
13290,deu,2099,90.55
13291,deu,2100,90.66
13292,dji,1800,29.9
13293,dji,1801,29.9
13294,dji,1802,29.9
13295,dji,1803,29.9
13296,dji,1804,29.9
13297,dji,1805,29.9
13298,dji,1806,29.9
13299,dji,1807,29.9
13300,dji,1808,29.9
13301,dji,1809,29.9
13302,dji,1810,29.9
13303,dji,1811,29.9
13304,dji,1812,29.9
13305,dji,1813,29.9
13306,dji,1814,29.9
13307,dji,1815,29.9
13308,dji,1816,29.9
13309,dji,1817,29.9
13310,dji,1818,29.9
13311,dji,1819,29.9
13312,dji,1820,29.9
13313,dji,1821,29.9
13314,dji,1822,29.9
13315,dji,1823,29.9
13316,dji,1824,29.9
13317,dji,1825,29.9
13318,dji,1826,29.9
13319,dji,1827,29.9
13320,dji,1828,29.9
13321,dji,1829,29.9
13322,dji,1830,29.9
13323,dji,1831,29.9
13324,dji,1832,29.9
13325,dji,1833,29.9
13326,dji,1834,29.9
13327,dji,1835,29.9
13328,dji,1836,29.9
13329,dji,1837,29.9
13330,dji,1838,29.9
13331,dji,1839,29.9
13332,dji,1840,29.9
13333,dji,1841,29.9
13334,dji,1842,29.9
13335,dji,1843,29.9
13336,dji,1844,29.9
13337,dji,1845,29.9
13338,dji,1846,29.9
13339,dji,1847,29.9
13340,dji,1848,29.9
13341,dji,1849,29.9
13342,dji,1850,29.9
13343,dji,1851,29.9
13344,dji,1852,29.9
13345,dji,1853,29.9
13346,dji,1854,29.9
13347,dji,1855,29.9
13348,dji,1856,29.9
13349,dji,1857,29.9
13350,dji,1858,29.9
13351,dji,1859,29.9
13352,dji,1860,29.9
13353,dji,1861,29.9
13354,dji,1862,29.9
13355,dji,1863,29.9
13356,dji,1864,29.9
13357,dji,1865,29.9
13358,dji,1866,29.9
13359,dji,1867,29.9
13360,dji,1868,29.9
13361,dji,1869,29.9
13362,dji,1870,29.9
13363,dji,1871,29.96
13364,dji,1872,30.02
13365,dji,1873,30.07
13366,dji,1874,30.13
13367,dji,1875,30.19
13368,dji,1876,30.25
13369,dji,1877,30.3
13370,dji,1878,30.36
13371,dji,1879,30.42
13372,dji,1880,30.48
13373,dji,1881,30.54
13374,dji,1882,30.59
13375,dji,1883,30.65
13376,dji,1884,30.71
13377,dji,1885,30.77
13378,dji,1886,30.83
13379,dji,1887,30.88
13380,dji,1888,30.94
13381,dji,1889,31.0
13382,dji,1890,31.06
13383,dji,1891,31.11
13384,dji,1892,31.17
13385,dji,1893,31.23
13386,dji,1894,31.29
13387,dji,1895,31.35
13388,dji,1896,31.4
13389,dji,1897,31.46
13390,dji,1898,31.52
13391,dji,1899,31.58
13392,dji,1900,31.64
13393,dji,1901,31.69
13394,dji,1902,31.75
13395,dji,1903,31.81
13396,dji,1904,31.87
13397,dji,1905,31.92
13398,dji,1906,31.98
13399,dji,1907,32.04
13400,dji,1908,32.1
13401,dji,1909,32.16
13402,dji,1910,32.21
13403,dji,1911,32.27
13404,dji,1912,32.33
13405,dji,1913,32.39
13406,dji,1914,32.45
13407,dji,1915,32.5
13408,dji,1916,32.56
13409,dji,1917,32.62
13410,dji,1918,12.64
13411,dji,1919,32.73
13412,dji,1920,32.79
13413,dji,1921,32.85
13414,dji,1922,32.91
13415,dji,1923,32.97
13416,dji,1924,33.02
13417,dji,1925,33.08
13418,dji,1926,33.14
13419,dji,1927,33.2
13420,dji,1928,33.25
13421,dji,1929,33.31
13422,dji,1930,33.37
13423,dji,1931,33.43
13424,dji,1932,33.49
13425,dji,1933,33.54
13426,dji,1934,33.6
13427,dji,1935,33.66
13428,dji,1936,33.72
13429,dji,1937,33.78
13430,dji,1938,33.83
13431,dji,1939,33.89
13432,dji,1940,33.95
13433,dji,1941,34.01
13434,dji,1942,34.06
13435,dji,1943,34.12
13436,dji,1944,34.18
13437,dji,1945,34.24
13438,dji,1946,36.7
13439,dji,1947,39.17
13440,dji,1948,41.65
13441,dji,1949,44.13
13442,dji,1950,46.62
13443,dji,1951,46.88
13444,dji,1952,47.33
13445,dji,1953,47.81
13446,dji,1954,48.31
13447,dji,1955,48.83
13448,dji,1956,49.37
13449,dji,1957,49.94
13450,dji,1958,50.52
13451,dji,1959,51.11
13452,dji,1960,51.71
13453,dji,1961,52.3
13454,dji,1962,52.88
13455,dji,1963,53.46
13456,dji,1964,54.04
13457,dji,1965,54.65
13458,dji,1966,55.32
13459,dji,1967,56.06
13460,dji,1968,56.88
13461,dji,1969,57.76
13462,dji,1970,58.67
13463,dji,1971,58.34
13464,dji,1972,59.17
13465,dji,1973,59.46
13466,dji,1974,59.61
13467,dji,1975,59.71
13468,dji,1976,60.0
13469,dji,1977,60.07
13470,dji,1978,60.05
13471,dji,1979,59.58
13472,dji,1980,59.97
13473,dji,1981,59.78
13474,dji,1982,59.91
13475,dji,1983,59.86
13476,dji,1984,59.91
13477,dji,1985,59.95
13478,dji,1986,60.06
13479,dji,1987,60.16
13480,dji,1988,60.22
13481,dji,1989,60.26
13482,dji,1990,60.13
13483,dji,1991,60.06
13484,dji,1992,58.73
13485,dji,1993,59.95
13486,dji,1994,59.5
13487,dji,1995,60.33
13488,dji,1996,60.31
13489,dji,1997,60.13
13490,dji,1998,60.31
13491,dji,1999,60.36
13492,dji,2000,60.51
13493,dji,2001,60.76
13494,dji,2002,60.87
13495,dji,2003,61.05
13496,dji,2004,61.12
13497,dji,2005,61.57
13498,dji,2006,61.54
13499,dji,2007,62.31
13500,dji,2008,62.75
13501,dji,2009,63.31
13502,dji,2010,63.76
13503,dji,2011,64.3
13504,dji,2012,64.84
13505,dji,2013,65.33
13506,dji,2014,65.83
13507,dji,2015,66.29
13508,dji,2016,66.86
13509,dji,2017,67.35
13510,dji,2018,68.06
13511,dji,2019,68.6
13512,dji,2020,68.98
13513,dji,2021,69.25
13514,dji,2022,69.44
13515,dji,2023,69.62
13516,dji,2024,69.81
13517,dji,2025,70.01
13518,dji,2026,70.24
13519,dji,2027,70.47
13520,dji,2028,70.7
13521,dji,2029,70.92
13522,dji,2030,71.14
13523,dji,2031,71.35
13524,dji,2032,71.56
13525,dji,2033,71.76
13526,dji,2034,71.96
13527,dji,2035,72.16
13528,dji,2036,72.35
13529,dji,2037,72.53
13530,dji,2038,72.71
13531,dji,2039,72.89
13532,dji,2040,73.07
13533,dji,2041,73.24
13534,dji,2042,73.42
13535,dji,2043,73.58
13536,dji,2044,73.75
13537,dji,2045,73.92
13538,dji,2046,74.08
13539,dji,2047,74.24
13540,dji,2048,74.4
13541,dji,2049,74.57
13542,dji,2050,74.73
13543,dji,2051,74.88
13544,dji,2052,75.04
13545,dji,2053,75.2
13546,dji,2054,75.35
13547,dji,2055,75.5
13548,dji,2056,75.66
13549,dji,2057,75.81
13550,dji,2058,75.96
13551,dji,2059,76.12
13552,dji,2060,76.27
13553,dji,2061,76.43
13554,dji,2062,76.58
13555,dji,2063,76.73
13556,dji,2064,76.89
13557,dji,2065,77.04
13558,dji,2066,77.19
13559,dji,2067,77.34
13560,dji,2068,77.49
13561,dji,2069,77.64
13562,dji,2070,77.79
13563,dji,2071,77.94
13564,dji,2072,78.1
13565,dji,2073,78.25
13566,dji,2074,78.4
13567,dji,2075,78.55
13568,dji,2076,78.7
13569,dji,2077,78.85
13570,dji,2078,79.0
13571,dji,2079,79.15
13572,dji,2080,79.3
13573,dji,2081,79.45
13574,dji,2082,79.6
13575,dji,2083,79.75
13576,dji,2084,79.91
13577,dji,2085,80.06
13578,dji,2086,80.21
13579,dji,2087,80.37
13580,dji,2088,80.52
13581,dji,2089,80.67
13582,dji,2090,80.83
13583,dji,2091,80.98
13584,dji,2092,81.13
13585,dji,2093,81.28
13586,dji,2094,81.43
13587,dji,2095,81.58
13588,dji,2096,81.73
13589,dji,2097,81.88
13590,dji,2098,82.03
13591,dji,2099,82.18
13592,dji,2100,82.32
13593,dma,1970,68.16
13594,dma,1971,68.69
13595,dma,1972,69.38
13596,dma,1973,70.08
13597,dma,1974,70.66
13598,dma,1975,71.2
13599,dma,1976,71.75
13600,dma,1977,72.27
13601,dma,1978,73.03
13602,dma,1979,72.04
13603,dma,1980,73.99
13604,dma,1981,74.43
13605,dma,1982,74.5
13606,dma,1983,74.64
13607,dma,1984,74.36
13608,dma,1985,74.11
13609,dma,1986,73.88
13610,dma,1987,73.66
13611,dma,1988,73.44
13612,dma,1989,73.18
13613,dma,1990,72.94
13614,dma,1991,72.9
13615,dma,1992,72.87
13616,dma,1993,72.85
13617,dma,1994,72.89
13618,dma,1995,72.92
13619,dma,1996,73.04
13620,dma,1997,73.31
13621,dma,1998,73.5
13622,dma,1999,73.63
13623,dma,2000,73.73
13624,dma,2001,73.92
13625,dma,2002,74.03
13626,dma,2003,73.91
13627,dma,2004,74.0
13628,dma,2005,74.13
13629,dma,2006,74.1
13630,dma,2007,73.96
13631,dma,2008,74.2
13632,dma,2009,74.01
13633,dma,2010,73.63
13634,dma,2011,73.44
13635,dma,2012,73.22
13636,dma,2013,72.97
13637,dma,2014,72.73
13638,dma,2015,72.43
13639,dma,2016,72.73
13640,dma,2017,72.77
13641,dnk,1800,37.41
13642,dnk,1801,38.51
13643,dnk,1802,44.37
13644,dnk,1803,44.84
13645,dnk,1804,42.83
13646,dnk,1805,43.02
13647,dnk,1806,43.78
13648,dnk,1807,42.58
13649,dnk,1808,39.37
13650,dnk,1809,39.22
13651,dnk,1810,41.71
13652,dnk,1811,39.31
13653,dnk,1812,36.04
13654,dnk,1813,40.9
13655,dnk,1814,38.8
13656,dnk,1815,42.67
13657,dnk,1816,44.08
13658,dnk,1817,46.48
13659,dnk,1818,46.38
13660,dnk,1819,45.26
13661,dnk,1820,43.14
