,geo,time,child_mortality_0_5_year_olds_dying_per_1000_born
13302,deu,2008,4.38
13303,deu,2009,4.27
13304,deu,2010,4.18
13305,deu,2011,4.09
13306,deu,2012,4.02
13307,deu,2013,3.96
13308,deu,2014,3.9
13309,deu,2015,3.86
13310,deu,2016,3.8
13311,deu,2017,3.74
13312,deu,2018,3.66
13313,deu,2019,3.46
13314,deu,2020,3.24
13315,deu,2021,3.02
13316,deu,2022,2.8
13317,deu,2023,2.63
13318,deu,2024,2.49
13319,deu,2025,2.39
13320,deu,2026,2.33
13321,deu,2027,2.28
13322,deu,2028,2.25
13323,deu,2029,2.21
13324,deu,2030,2.17
13325,deu,2031,2.12
13326,deu,2032,2.08
13327,deu,2033,2.03
13328,deu,2034,1.99
13329,deu,2035,1.95
13330,deu,2036,1.92
13331,deu,2037,1.88
13332,deu,2038,1.85
13333,deu,2039,1.82
13334,deu,2040,1.78
13335,deu,2041,1.76
13336,deu,2042,1.73
13337,deu,2043,1.7
13338,deu,2044,1.67
13339,deu,2045,1.65
13340,deu,2046,1.62
13341,deu,2047,1.6
13342,deu,2048,1.58
13343,deu,2049,1.55
13344,deu,2050,1.53
13345,deu,2051,1.51
13346,deu,2052,1.49
13347,deu,2053,1.47
13348,deu,2054,1.45
13349,deu,2055,1.43
13350,deu,2056,1.41
13351,deu,2057,1.39
13352,deu,2058,1.37
13353,deu,2059,1.36
13354,deu,2060,1.34
13355,deu,2061,1.32
13356,deu,2062,1.31
13357,deu,2063,1.29
13358,deu,2064,1.28
13359,deu,2065,1.26
13360,deu,2066,1.24
13361,deu,2067,1.23
13362,deu,2068,1.22
13363,deu,2069,1.2
13364,deu,2070,1.19
13365,deu,2071,1.17
13366,deu,2072,1.16
13367,deu,2073,1.15
13368,deu,2074,1.13
13369,deu,2075,1.12
13370,deu,2076,1.11
13371,deu,2077,1.09
13372,deu,2078,1.08
13373,deu,2079,1.07
13374,deu,2080,1.06
13375,deu,2081,1.05
13376,deu,2082,1.03
13377,deu,2083,1.02
13378,deu,2084,1.01
13379,deu,2085,1.0
13380,deu,2086,0.99
13381,deu,2087,0.98
13382,deu,2088,0.97
13383,deu,2089,0.96
13384,deu,2090,0.95
13385,deu,2091,0.94
13386,deu,2092,0.93
13387,deu,2093,0.92
13388,deu,2094,0.91
13389,deu,2095,0.9
13390,deu,2096,0.89
13391,deu,2097,0.88
13392,deu,2098,0.87
13393,deu,2099,0.86
13394,deu,2100,0.86
13395,dji,1800,445.15
13396,dji,1801,445.15
13397,dji,1802,445.15
13398,dji,1803,445.15
13399,dji,1804,445.15
13400,dji,1805,445.15
13401,dji,1806,445.15
13402,dji,1807,445.15
13403,dji,1808,445.15
13404,dji,1809,445.15
13405,dji,1810,445.15
13406,dji,1811,445.15
13407,dji,1812,445.15
13408,dji,1813,445.15
13409,dji,1814,445.15
13410,dji,1815,445.15
13411,dji,1816,445.15
13412,dji,1817,445.15
13413,dji,1818,445.15
13414,dji,1819,445.15
13415,dji,1820,445.15
13416,dji,1821,445.15
13417,dji,1822,445.15
13418,dji,1823,445.15
13419,dji,1824,445.15
13420,dji,1825,445.15
13421,dji,1826,445.15
13422,dji,1827,445.15
13423,dji,1828,445.15
13424,dji,1829,445.15
13425,dji,1830,445.15
13426,dji,1831,445.15
13427,dji,1832,445.15
13428,dji,1833,445.15
13429,dji,1834,445.15
13430,dji,1835,445.15
13431,dji,1836,445.15
13432,dji,1837,445.15
13433,dji,1838,445.15
13434,dji,1839,445.15
13435,dji,1840,445.15
13436,dji,1841,445.15
13437,dji,1842,445.15
13438,dji,1843,445.15
13439,dji,1844,445.15
13440,dji,1845,445.15
13441,dji,1846,445.15
13442,dji,1847,445.15
13443,dji,1848,445.15
13444,dji,1849,445.15
13445,dji,1850,445.15
13446,dji,1851,445.15
13447,dji,1852,445.15
13448,dji,1853,445.15
13449,dji,1854,445.15
13450,dji,1855,445.15
13451,dji,1856,445.15
13452,dji,1857,445.15
13453,dji,1858,445.15
13454,dji,1859,445.15
13455,dji,1860,445.15
13456,dji,1861,445.15
13457,dji,1862,445.15
13458,dji,1863,445.15
13459,dji,1864,445.15
13460,dji,1865,445.15
13461,dji,1866,445.15
13462,dji,1867,445.15
13463,dji,1868,445.15
13464,dji,1869,445.15
13465,dji,1870,445.15
13466,dji,1871,445.15
13467,dji,1872,445.15
13468,dji,1873,445.15
13469,dji,1874,445.15
13470,dji,1875,445.15
13471,dji,1876,445.15
13472,dji,1877,445.15
13473,dji,1878,445.15
13474,dji,1879,445.15
13475,dji,1880,445.15
13476,dji,1881,445.15
13477,dji,1882,445.15
13478,dji,1883,445.15
13479,dji,1884,445.15
13480,dji,1885,445.15
13481,dji,1886,445.15
13482,dji,1887,445.15
13483,dji,1888,445.15
13484,dji,1889,445.15
13485,dji,1890,445.15
13486,dji,1891,445.15
13487,dji,1892,445.15
13488,dji,1893,445.15
13489,dji,1894,445.14
13490,dji,1895,445.11
13491,dji,1896,445.04
13492,dji,1897,444.92
13493,dji,1898,444.75
13494,dji,1899,444.5
13495,dji,1900,444.19
13496,dji,1901,443.81
13497,dji,1902,443.35
13498,dji,1903,442.83
13499,dji,1904,442.24
13500,dji,1905,441.58
13501,dji,1906,440.85
13502,dji,1907,440.05
13503,dji,1908,439.18
13504,dji,1909,438.25
13505,dji,1910,437.27
13506,dji,1911,436.26
13507,dji,1912,435.23
13508,dji,1913,434.18
13509,dji,1914,433.14
13510,dji,1915,432.09
13511,dji,1916,431.05
13512,dji,1917,430.01
13513,dji,1918,428.96
13514,dji,1919,427.92
13515,dji,1920,426.87
13516,dji,1921,425.83
13517,dji,1922,424.78
13518,dji,1923,423.74
13519,dji,1924,422.69
13520,dji,1925,421.65
13521,dji,1926,420.6
13522,dji,1927,419.56
13523,dji,1928,418.52
13524,dji,1929,417.47
13525,dji,1930,416.43
13526,dji,1931,415.76
13527,dji,1932,415.1
13528,dji,1933,414.42
13529,dji,1934,413.76
13530,dji,1935,413.08
13531,dji,1936,412.41
13532,dji,1937,411.73
13533,dji,1938,411.06
13534,dji,1939,410.37
13535,dji,1940,409.69
13536,dji,1941,409.01
13537,dji,1942,408.32
13538,dji,1943,407.64
13539,dji,1944,406.94
13540,dji,1945,406.26
13541,dji,1946,380.3
13542,dji,1947,355.6
13543,dji,1948,332.0
13544,dji,1949,309.41
13545,dji,1950,287.76
13546,dji,1951,286.06
13547,dji,1952,282.6
13548,dji,1953,278.98
13549,dji,1954,275.22
13550,dji,1955,271.31
13551,dji,1956,267.26
13552,dji,1957,263.09
13553,dji,1958,258.83
13554,dji,1959,254.52
13555,dji,1960,250.22
13556,dji,1961,245.97
13557,dji,1962,241.8
13558,dji,1963,237.69
13559,dji,1964,233.58
13560,dji,1965,229.28
13561,dji,1966,224.54
13562,dji,1967,219.23
13563,dji,1968,213.37
13564,dji,1969,207.05
13565,dji,1970,200.57
13566,dji,1971,194.27
13567,dji,1972,188.5
13568,dji,1973,183.46
13569,dji,1974,179.21
13570,dji,1975,175.67
13571,dji,1976,172.6
13572,dji,1977,167.86
13573,dji,1978,163.22
13574,dji,1979,158.6
13575,dji,1980,154.16
13576,dji,1981,150.05
13577,dji,1982,145.8
13578,dji,1983,141.68
13579,dji,1984,137.69
13580,dji,1985,133.9
13581,dji,1986,130.16
13582,dji,1987,126.68
13583,dji,1988,123.67
13584,dji,1989,120.8
13585,dji,1990,118.28
13586,dji,1991,116.17
13587,dji,1992,114.31
13588,dji,1993,112.65
13589,dji,1994,111.29
13590,dji,1995,110.0
13591,dji,1996,108.57
13592,dji,1997,107.13
13593,dji,1998,105.38
13594,dji,1999,103.44
13595,dji,2000,101.34
13596,dji,2001,99.06
13597,dji,2002,96.54
13598,dji,2003,94.04
13599,dji,2004,91.52
13600,dji,2005,88.98
13601,dji,2006,86.36
13602,dji,2007,83.75
13603,dji,2008,81.25
13604,dji,2009,78.67
13605,dji,2010,76.38
13606,dji,2011,74.08
13607,dji,2012,71.84
13608,dji,2013,69.64
13609,dji,2014,67.43
13610,dji,2015,65.28
13611,dji,2016,63.15
13612,dji,2017,61.17
13613,dji,2018,59.34
13614,dji,2019,55.49
13615,dji,2020,52.9
13616,dji,2021,51.31
13617,dji,2022,50.22
13618,dji,2023,49.23
13619,dji,2024,48.16
13620,dji,2025,46.91
13621,dji,2026,45.49
13622,dji,2027,44.03
13623,dji,2028,42.64
13624,dji,2029,41.33
13625,dji,2030,40.1
13626,dji,2031,38.94
13627,dji,2032,37.85
13628,dji,2033,36.81
13629,dji,2034,35.82
13630,dji,2035,34.87
13631,dji,2036,33.97
13632,dji,2037,33.1
13633,dji,2038,32.27
13634,dji,2039,31.48
13635,dji,2040,30.72
13636,dji,2041,29.99
13637,dji,2042,29.28
13638,dji,2043,28.61
13639,dji,2044,27.97
13640,dji,2045,27.35
13641,dji,2046,26.75
13642,dji,2047,26.18
13643,dji,2048,25.62
13644,dji,2049,25.09
13645,dji,2050,24.57
13646,dji,2051,24.07
13647,dji,2052,23.59
13648,dji,2053,23.13
13649,dji,2054,22.68
13650,dji,2055,22.25
13651,dji,2056,21.83
13652,dji,2057,21.41
13653,dji,2058,21.01
13654,dji,2059,20.61
13655,dji,2060,20.22
13656,dji,2061,19.85
13657,dji,2062,19.49
13658,dji,2063,19.15
13659,dji,2064,18.82
13660,dji,2065,18.51
13661,dji,2066,18.21
13662,dji,2067,17.92
13663,dji,2068,17.63
13664,dji,2069,17.35
13665,dji,2070,17.08
13666,dji,2071,16.81
13667,dji,2072,16.55
13668,dji,2073,16.29
13669,dji,2074,16.04
13670,dji,2075,15.8
13671,dji,2076,15.57
13672,dji,2077,15.35
13673,dji,2078,15.13
13674,dji,2079,14.92
13675,dji,2080,14.71
13676,dji,2081,14.52
13677,dji,2082,14.32
13678,dji,2083,14.13
13679,dji,2084,13.95
13680,dji,2085,13.77
13681,dji,2086,13.59
13682,dji,2087,13.42
13683,dji,2088,13.25
13684,dji,2089,13.08
13685,dji,2090,12.92
13686,dji,2091,12.76
13687,dji,2092,12.6
13688,dji,2093,12.45
13689,dji,2094,12.31
13690,dji,2095,12.17
13691,dji,2096,12.03
13692,dji,2097,11.9
13693,dji,2098,11.78
13694,dji,2099,11.67
13695,dji,2100,11.67
13696,dma,1950,193.97
13697,dma,1951,190.97
13698,dma,1952,185.02
13699,dma,1953,179.16
13700,dma,1954,173.4
13701,dma,1955,167.73
13702,dma,1956,162.16
13703,dma,1957,156.68
13704,dma,1958,151.3
13705,dma,1959,146.01
13706,dma,1960,140.81
13707,dma,1961,127.24
13708,dma,1962,115.29
13709,dma,1963,104.84
13710,dma,1964,95.76
13711,dma,1965,87.89
13712,dma,1966,81.16
13713,dma,1967,75.32
13714,dma,1968,69.93
13715,dma,1969,64.77
13716,dma,1970,59.46
13717,dma,1971,53.74
13718,dma,1972,47.85
13719,dma,1973,42.08
13720,dma,1974,36.68
13721,dma,1975,31.9
13722,dma,1976,27.86
13723,dma,1977,24.57
13724,dma,1978,21.94
13725,dma,1979,19.92
13726,dma,1980,18.43
13727,dma,1981,17.35
13728,dma,1982,16.61
13729,dma,1983,16.16
13730,dma,1984,15.95
13731,dma,1985,15.9
13732,dma,1986,15.92
13733,dma,1987,16.01
13734,dma,1988,16.1
13735,dma,1989,16.19
13736,dma,1990,16.24
13737,dma,1991,16.26
13738,dma,1992,16.24
13739,dma,1993,16.15
13740,dma,1994,16.01
13741,dma,1995,15.81
13742,dma,1996,15.61
13743,dma,1997,15.36
13744,dma,1998,15.12
13745,dma,1999,14.91
13746,dma,2000,14.75
13747,dma,2001,14.68
13748,dma,2002,14.69
13749,dma,2003,14.85
13750,dma,2004,15.15
13751,dma,2005,15.62
13752,dma,2006,16.3
13753,dma,2007,17.19
13754,dma,2008,18.29
13755,dma,2009,19.62
13756,dma,2010,21.18
13757,dma,2011,22.97
13758,dma,2012,25.03
13759,dma,2013,27.36
13760,dma,2014,29.8
13761,dma,2015,32.13
13762,dma,2016,33.9
13763,dma,2017,35.04
13764,dma,2018,35.69
13765,dma,2019,34.92
13766,dma,2020,34.26
13767,dma,2021,33.71
13768,dma,2022,33.21
13769,dma,2023,32.73
13770,dma,2024,32.26
13771,dma,2025,31.78
13772,dma,2026,31.3
13773,dma,2027,30.83
13774,dma,2028,30.36
13775,dma,2029,29.89
13776,dma,2030,29.44
13777,dma,2031,28.99
13778,dma,2032,28.56
13779,dma,2033,28.14
13780,dma,2034,27.73
13781,dma,2035,27.33
13782,dma,2036,26.95
13783,dma,2037,26.57
13784,dma,2038,26.2
13785,dma,2039,25.83
13786,dma,2040,25.47
13787,dma,2041,25.11
13788,dma,2042,24.75
13789,dma,2043,24.41
13790,dma,2044,24.07
13791,dma,2045,23.73
13792,dma,2046,23.4
13793,dma,2047,23.08
13794,dma,2048,22.76
13795,dma,2049,22.45
13796,dma,2050,22.15
13797,dma,2051,21.85
13798,dma,2052,21.56
13799,dma,2053,21.28
13800,dma,2054,21.0
13801,dma,2055,20.73
13802,dma,2056,20.47
13803,dma,2057,20.2
13804,dma,2058,19.94
13805,dma,2059,19.68
13806,dma,2060,19.42
13807,dma,2061,19.17
13808,dma,2062,18.91
13809,dma,2063,18.67
13810,dma,2064,18.42
13811,dma,2065,18.18
13812,dma,2066,17.95
13813,dma,2067,17.71
13814,dma,2068,17.49
13815,dma,2069,17.26
13816,dma,2070,17.04
13817,dma,2071,16.83
13818,dma,2072,16.62
13819,dma,2073,16.41
13820,dma,2074,16.2
13821,dma,2075,16.0
13822,dma,2076,15.8
13823,dma,2077,15.6
13824,dma,2078,15.41
13825,dma,2079,15.23
13826,dma,2080,15.04
13827,dma,2081,14.86
13828,dma,2082,14.69
13829,dma,2083,14.51
13830,dma,2084,14.34
13831,dma,2085,14.18
13832,dma,2086,14.01
13833,dma,2087,13.85
13834,dma,2088,13.69
13835,dma,2089,13.54
13836,dma,2090,13.38
13837,dma,2091,13.23
13838,dma,2092,13.09
13839,dma,2093,12.94
13840,dma,2094,12.8
13841,dma,2095,12.65
13842,dma,2096,12.51
13843,dma,2097,12.37
13844,dma,2098,12.23
13845,dma,2099,12.1
13846,dma,2100,12.1
13847,dnk,1800,379.99
13848,dnk,1801,378.8
13849,dnk,1802,377.6
13850,dnk,1803,376.4
13851,dnk,1804,375.2
13852,dnk,1805,374.0
13853,dnk,1806,372.81
13854,dnk,1807,371.61
13855,dnk,1808,370.41
13856,dnk,1809,369.21
13857,dnk,1810,368.01
13858,dnk,1811,366.84
13859,dnk,1812,366.84
13860,dnk,1813,365.67
13861,dnk,1814,364.49
13862,dnk,1815,363.32
13863,dnk,1816,362.15
13864,dnk,1817,360.97
13865,dnk,1818,359.8
13866,dnk,1819,358.63
13867,dnk,1820,357.45
13868,dnk,1821,356.28
13869,dnk,1822,355.13
13870,dnk,1823,353.98
13871,dnk,1824,352.82
13872,dnk,1825,351.67
13873,dnk,1826,346.04
13874,dnk,1827,340.51
13875,dnk,1828,335.06
13876,dnk,1829,329.69
13877,dnk,1830,324.42
13878,dnk,1831,319.23
13879,dnk,1832,314.12
13880,dnk,1833,309.09
13881,dnk,1834,304.15
13882,dnk,1835,299.28
13883,dnk,1836,279.63
13884,dnk,1837,252.09
13885,dnk,1838,240.26
13886,dnk,1839,267.11
13887,dnk,1840,270.65
13888,dnk,1841,254.61
13889,dnk,1842,254.2
13890,dnk,1843,232.25
13891,dnk,1844,235.97
13892,dnk,1845,249.23
13893,dnk,1846,285.26
13894,dnk,1847,280.66
13895,dnk,1848,280.29
13896,dnk,1849,276.91
13897,dnk,1850,242.84
13898,dnk,1851,239.92
13899,dnk,1852,261.76
13900,dnk,1853,278.6
13901,dnk,1854,236.53
13902,dnk,1855,192.74
13903,dnk,1856,199.8
13904,dnk,1857,241.04
13905,dnk,1858,271.8
13906,dnk,1859,225.69
13907,dnk,1860,217.52
13908,dnk,1861,188.2
13909,dnk,1862,195.03
13910,dnk,1863,195.52
13911,dnk,1864,260.1
13912,dnk,1865,266.75
13913,dnk,1866,239.53
13914,dnk,1867,221.75
13915,dnk,1868,220.88
13916,dnk,1869,208.08
13917,dnk,1870,212.57
13918,dnk,1871,199.61
13919,dnk,1872,190.6
13920,dnk,1873,188.75
13921,dnk,1874,205.33
13922,dnk,1875,226.42
13923,dnk,1876,211.66
13924,dnk,1877,198.03
13925,dnk,1878,202.92
13926,dnk,1879,207.31
13927,dnk,1880,231.4
13928,dnk,1881,187.03
13929,dnk,1882,221.73
13930,dnk,1883,189.67
13931,dnk,1884,195.01
13932,dnk,1885,176.18
13933,dnk,1886,187.63
13934,dnk,1887,196.35
13935,dnk,1888,211.9
13936,dnk,1889,203.9
13937,dnk,1890,205.73
13938,dnk,1891,206.71
13939,dnk,1892,206.98
13940,dnk,1893,221.16
13941,dnk,1894,196.22
13942,dnk,1895,183.77
13943,dnk,1896,166.21
13944,dnk,1897,168.46
13945,dnk,1898,164.77
13946,dnk,1899,192.95
13947,dnk,1900,163.4
13948,dnk,1901,170.55
13949,dnk,1902,148.84
13950,dnk,1903,146.67
13951,dnk,1904,139.49
13952,dnk,1905,150.69
13953,dnk,1906,135.53
13954,dnk,1907,136.16
13955,dnk,1908,152.48
13956,dnk,1909,123.63
13957,dnk,1910,122.15
13958,dnk,1911,129.61
13959,dnk,1912,115.97
13960,dnk,1913,113.94
13961,dnk,1914,117.68
13962,dnk,1915,112.23
13963,dnk,1916,128.83
13964,dnk,1917,122.68
13965,dnk,1918,99.09
13966,dnk,1919,116.5
13967,dnk,1920,119.91
13968,dnk,1921,91.28
13969,dnk,1922,98.18
13970,dnk,1923,101.4
13971,dnk,1924,103.1
13972,dnk,1925,94.53
13973,dnk,1926,98.62
13974,dnk,1927,98.83
13975,dnk,1928,97.09
13976,dnk,1929,93.39
13977,dnk,1930,93.81
13978,dnk,1931,94.51
13979,dnk,1932,84.99
13980,dnk,1933,78.24
13981,dnk,1934,75.65
13982,dnk,1935,87.25
13983,dnk,1936,80.97
13984,dnk,1937,77.56
13985,dnk,1938,70.54
13986,dnk,1939,66.88
13987,dnk,1940,58.93
13988,dnk,1941,64.68
13989,dnk,1942,57.54
13990,dnk,1943,54.32
13991,dnk,1944,59.02
13992,dnk,1945,58.31
13993,dnk,1946,54.17
13994,dnk,1947,45.91
13995,dnk,1948,40.56
13996,dnk,1949,38.83
13997,dnk,1950,34.09
13998,dnk,1951,33.43
13999,dnk,1952,32.6
14000,dnk,1953,31.62
14001,dnk,1954,30.48
14002,dnk,1955,29.27
14003,dnk,1956,28.09
14004,dnk,1957,27.05
14005,dnk,1958,26.21
14006,dnk,1959,25.53
14007,dnk,1960,24.98
14008,dnk,1961,24.44
14009,dnk,1962,23.81
14010,dnk,1963,23.05
14011,dnk,1964,22.12
14012,dnk,1965,21.09
14013,dnk,1966,20.04
14014,dnk,1967,19.06
14015,dnk,1968,18.17
14016,dnk,1969,17.36
14017,dnk,1970,16.6
14018,dnk,1971,15.79
14019,dnk,1972,14.88
14020,dnk,1973,13.94
14021,dnk,1974,13.06
14022,dnk,1975,12.3
14023,dnk,1976,11.64
14024,dnk,1977,11.1
14025,dnk,1978,10.64
14026,dnk,1979,10.27
14027,dnk,1980,9.97
14028,dnk,1981,9.75
14029,dnk,1982,9.62
14030,dnk,1983,9.57
14031,dnk,1984,9.58
14032,dnk,1985,9.65
14033,dnk,1986,9.71
14034,dnk,1987,9.71
14035,dnk,1988,9.59
14036,dnk,1989,9.33
14037,dnk,1990,8.93
14038,dnk,1991,8.43
14039,dnk,1992,7.89
14040,dnk,1993,7.37
14041,dnk,1994,6.91
14042,dnk,1995,6.54
14043,dnk,1996,6.23
14044,dnk,1997,5.99
14045,dnk,1998,5.78
14046,dnk,1999,5.62
14047,dnk,2000,5.5
14048,dnk,2001,5.39
14049,dnk,2002,5.28
14050,dnk,2003,5.15
14051,dnk,2004,5.0
14052,dnk,2005,4.83
14053,dnk,2006,4.65
14054,dnk,2007,4.47
14055,dnk,2008,4.31
14056,dnk,2009,4.19
14057,dnk,2010,4.11
14058,dnk,2011,4.07
14059,dnk,2012,4.07
14060,dnk,2013,4.11
14061,dnk,2014,4.16
14062,dnk,2015,4.22
14063,dnk,2016,4.26
14064,dnk,2017,4.26
14065,dnk,2018,4.22
14066,dnk,2019,4.1
14067,dnk,2020,3.97
14068,dnk,2021,3.85
14069,dnk,2022,3.72
14070,dnk,2023,3.6
14071,dnk,2024,3.49
14072,dnk,2025,3.38
14073,dnk,2026,3.28
14074,dnk,2027,3.18
14075,dnk,2028,3.08
14076,dnk,2029,2.99
14077,dnk,2030,2.91
14078,dnk,2031,2.82
14079,dnk,2032,2.74
14080,dnk,2033,2.66
14081,dnk,2034,2.59
14082,dnk,2035,2.52
14083,dnk,2036,2.45
14084,dnk,2037,2.38
14085,dnk,2038,2.32
14086,dnk,2039,2.26
14087,dnk,2040,2.21
14088,dnk,2041,2.15
14089,dnk,2042,2.1
14090,dnk,2043,2.06
14091,dnk,2044,2.01
14092,dnk,2045,1.97
14093,dnk,2046,1.92
14094,dnk,2047,1.88
14095,dnk,2048,1.84
14096,dnk,2049,1.81
14097,dnk,2050,1.77
14098,dnk,2051,1.74
14099,dnk,2052,1.7
14100,dnk,2053,1.67
14101,dnk,2054,1.64
14102,dnk,2055,1.61
14103,dnk,2056,1.57
14104,dnk,2057,1.55
14105,dnk,2058,1.52
14106,dnk,2059,1.49
14107,dnk,2060,1.46
14108,dnk,2061,1.44
14109,dnk,2062,1.41
14110,dnk,2063,1.39
14111,dnk,2064,1.36
14112,dnk,2065,1.34
14113,dnk,2066,1.32
14114,dnk,2067,1.29
14115,dnk,2068,1.27
14116,dnk,2069,1.25
14117,dnk,2070,1.23
14118,dnk,2071,1.21
14119,dnk,2072,1.19
14120,dnk,2073,1.17
14121,dnk,2074,1.15
14122,dnk,2075,1.13
14123,dnk,2076,1.11
14124,dnk,2077,1.09
14125,dnk,2078,1.07
14126,dnk,2079,1.05
14127,dnk,2080,1.03
14128,dnk,2081,1.02
14129,dnk,2082,1.0
14130,dnk,2083,0.98
14131,dnk,2084,0.97
14132,dnk,2085,0.95
14133,dnk,2086,0.93
14134,dnk,2087,0.92
14135,dnk,2088,0.9
14136,dnk,2089,0.89
14137,dnk,2090,0.87
14138,dnk,2091,0.86
14139,dnk,2092,0.84
14140,dnk,2093,0.83
14141,dnk,2094,0.82
14142,dnk,2095,0.8
14143,dnk,2096,0.79
14144,dnk,2097,0.78
14145,dnk,2098,0.76
14146,dnk,2099,0.75
14147,dnk,2100,0.75
14148,dom,1800,445.15
14149,dom,1801,445.15
14150,dom,1802,445.15
14151,dom,1803,445.15
14152,dom,1804,445.15
14153,dom,1805,445.15
14154,dom,1806,445.15
14155,dom,1807,445.15
14156,dom,1808,445.15
14157,dom,1809,445.15
14158,dom,1810,445.15
14159,dom,1811,445.15
14160,dom,1812,445.15
14161,dom,1813,445.15
14162,dom,1814,445.15
14163,dom,1815,445.15
14164,dom,1816,445.15
14165,dom,1817,445.15
14166,dom,1818,445.15
14167,dom,1819,445.15
14168,dom,1820,445.15
14169,dom,1821,445.15
14170,dom,1822,445.15
14171,dom,1823,445.15
14172,dom,1824,445.15
14173,dom,1825,445.15
14174,dom,1826,445.15
14175,dom,1827,445.15
14176,dom,1828,445.15
14177,dom,1829,445.15
14178,dom,1830,445.15
14179,dom,1831,445.15
14180,dom,1832,445.15
14181,dom,1833,445.15
14182,dom,1834,445.15
14183,dom,1835,445.15
14184,dom,1836,445.15
14185,dom,1837,445.15
14186,dom,1838,445.15
14187,dom,1839,445.15
14188,dom,1840,445.15
14189,dom,1841,445.15
14190,dom,1842,445.15
14191,dom,1843,445.15
14192,dom,1844,445.15
14193,dom,1845,445.15
14194,dom,1846,445.15
14195,dom,1847,445.15
14196,dom,1848,445.15
14197,dom,1849,445.15
14198,dom,1850,445.15
14199,dom,1851,445.15
14200,dom,1852,445.15
14201,dom,1853,445.15
14202,dom,1854,445.15
14203,dom,1855,445.15
14204,dom,1856,445.15
14205,dom,1857,445.15
14206,dom,1858,445.15
14207,dom,1859,445.15
14208,dom,1860,445.15
14209,dom,1861,445.15
14210,dom,1862,445.15
14211,dom,1863,445.15
14212,dom,1864,445.15
14213,dom,1865,445.15
14214,dom,1866,445.15
14215,dom,1867,445.15
14216,dom,1868,445.15
14217,dom,1869,445.15
14218,dom,1870,445.15
14219,dom,1871,445.15
14220,dom,1872,445.15
14221,dom,1873,445.15
14222,dom,1874,445.15
14223,dom,1875,445.15
14224,dom,1876,445.15
14225,dom,1877,445.15
14226,dom,1878,445.15
14227,dom,1879,445.15
14228,dom,1880,445.15
14229,dom,1881,445.15
14230,dom,1882,445.15
14231,dom,1883,445.15
14232,dom,1884,445.15
14233,dom,1885,445.15
14234,dom,1886,445.15
14235,dom,1887,445.15
14236,dom,1888,445.15
14237,dom,1889,445.15
14238,dom,1890,445.15
14239,dom,1891,445.15
14240,dom,1892,445.15
14241,dom,1893,445.15
14242,dom,1894,445.14
14243,dom,1895,445.11
14244,dom,1896,445.04
14245,dom,1897,444.92
14246,dom,1898,444.75
14247,dom,1899,444.5
14248,dom,1900,444.19
14249,dom,1901,443.81
14250,dom,1902,443.35
14251,dom,1903,442.83
14252,dom,1904,442.24
14253,dom,1905,441.58
14254,dom,1906,440.85
14255,dom,1907,440.05
14256,dom,1908,439.18
14257,dom,1909,438.25
14258,dom,1910,437.27
14259,dom,1911,436.26
14260,dom,1912,435.23
14261,dom,1913,434.18
14262,dom,1914,433.14
14263,dom,1915,432.09
14264,dom,1916,431.05
14265,dom,1917,430.01
14266,dom,1918,428.96
14267,dom,1919,427.92
14268,dom,1920,426.87
14269,dom,1921,425.83
14270,dom,1922,424.78
14271,dom,1923,423.74
14272,dom,1924,422.69
14273,dom,1925,421.65
14274,dom,1926,420.6
14275,dom,1927,419.56
14276,dom,1928,418.52
14277,dom,1929,417.47
14278,dom,1930,416.43
14279,dom,1931,412.35
14280,dom,1932,408.3
14281,dom,1933,404.25
14282,dom,1934,400.23
14283,dom,1935,396.22
14284,dom,1936,380.45
14285,dom,1937,366.35
14286,dom,1938,351.55
14287,dom,1939,338.29
14288,dom,1940,324.4
14289,dom,1941,299.86
14290,dom,1942,277.15
14291,dom,1943,256.15
14292,dom,1944,236.73
14293,dom,1945,218.76
14294,dom,1946,202.14
14295,dom,1947,186.77
14296,dom,1948,172.56
14297,dom,1949,159.42
14298,dom,1950,147.27
14299,dom,1951,147.55
14300,dom,1952,147.78
14301,dom,1953,148.18
14302,dom,1954,148.5
14303,dom,1955,148.8
14304,dom,1956,148.94
14305,dom,1957,148.93
14306,dom,1958,148.72
14307,dom,1959,148.19
14308,dom,1960,147.35
14309,dom,1961,146.16
14310,dom,1962,144.55
14311,dom,1963,142.56
14312,dom,1964,140.27
14313,dom,1965,137.67
14314,dom,1966,135.06
14315,dom,1967,132.3
14316,dom,1968,129.48
14317,dom,1969,126.58
14318,dom,1970,123.59
14319,dom,1971,120.27
14320,dom,1972,116.67
14321,dom,1973,112.85
14322,dom,1974,108.88
14323,dom,1975,104.92
14324,dom,1976,101.07
14325,dom,1977,97.37
14326,dom,1978,93.84
14327,dom,1979,90.44
14328,dom,1980,87.21
14329,dom,1981,84.07
14330,dom,1982,81.08
14331,dom,1983,78.17
14332,dom,1984,75.38
14333,dom,1985,72.68
14334,dom,1986,70.03
14335,dom,1987,67.54
14336,dom,1988,65.05
14337,dom,1989,62.64
14338,dom,1990,60.23
14339,dom,1991,57.84
14340,dom,1992,55.53
14341,dom,1993,53.23
14342,dom,1994,51.04
14343,dom,1995,48.96
14344,dom,1996,47.03
14345,dom,1997,45.23
14346,dom,1998,43.61
14347,dom,1999,42.18
14348,dom,2000,40.92
14349,dom,2001,39.82
14350,dom,2002,38.87
14351,dom,2003,38.04
14352,dom,2004,37.33
