,geo,time,income_per_person_gdppercapita_ppp_inflation_adjusted
33290,plw,1832,876
33291,plw,1833,879
33292,plw,1834,882
33293,plw,1835,885
33294,plw,1836,888
33295,plw,1837,891
33296,plw,1838,894
33297,plw,1839,897
33298,plw,1840,900
33299,plw,1841,903
33300,plw,1842,907
33301,plw,1843,910
33302,plw,1844,913
33303,plw,1845,916
33304,plw,1846,919
33305,plw,1847,922
33306,plw,1848,925
33307,plw,1849,928
33308,plw,1850,931
33309,plw,1851,935
33310,plw,1852,938
33311,plw,1853,941
33312,plw,1854,944
33313,plw,1855,947
33314,plw,1856,951
33315,plw,1857,954
33316,plw,1858,957
33317,plw,1859,960
33318,plw,1860,964
33319,plw,1861,967
33320,plw,1862,970
33321,plw,1863,973
33322,plw,1864,977
33323,plw,1865,980
33324,plw,1866,983
33325,plw,1867,987
33326,plw,1868,990
33327,plw,1869,993
33328,plw,1870,997
33329,plw,1871,1000
33330,plw,1872,1004
33331,plw,1873,1007
33332,plw,1874,1010
33333,plw,1875,1014
33334,plw,1876,1017
33335,plw,1877,1021
33336,plw,1878,1024
33337,plw,1879,1028
33338,plw,1880,1031
33339,plw,1881,1035
33340,plw,1882,1038
33341,plw,1883,1042
33342,plw,1884,1045
33343,plw,1885,1049
33344,plw,1886,1052
33345,plw,1887,1056
33346,plw,1888,1060
33347,plw,1889,1063
33348,plw,1890,1067
33349,plw,1891,1070
33350,plw,1892,1074
33351,plw,1893,1078
33352,plw,1894,1081
33353,plw,1895,1085
33354,plw,1896,1089
33355,plw,1897,1092
33356,plw,1898,1096
33357,plw,1899,1100
33358,plw,1900,1104
33359,plw,1901,1107
33360,plw,1902,1111
33361,plw,1903,1115
33362,plw,1904,1119
33363,plw,1905,1122
33364,plw,1906,1126
33365,plw,1907,1130
33366,plw,1908,1134
33367,plw,1909,1138
33368,plw,1910,1142
33369,plw,1911,1145
33370,plw,1912,1149
33371,plw,1913,1153
33372,plw,1914,1218
33373,plw,1915,1287
33374,plw,1916,1360
33375,plw,1917,1436
33376,plw,1918,1517
33377,plw,1919,1603
33378,plw,1920,1693
33379,plw,1921,1792
33380,plw,1922,1895
33381,plw,1923,2005
33382,plw,1924,2121
33383,plw,1925,2244
33384,plw,1926,2374
33385,plw,1927,2511
33386,plw,1928,2656
33387,plw,1929,2810
33388,plw,1930,2973
33389,plw,1931,3145
33390,plw,1932,3326
33391,plw,1933,3519
33392,plw,1934,3722
33393,plw,1935,3937
33394,plw,1936,4165
33395,plw,1937,4406
33396,plw,1938,4660
33397,plw,1939,4930
33398,plw,1940,5215
33399,plw,1941,5516
33400,plw,1942,5834
33401,plw,1943,6171
33402,plw,1944,6528
33403,plw,1945,6905
33404,plw,1946,7304
33405,plw,1947,7725
33406,plw,1948,8171
33407,plw,1949,8643
33408,plw,1950,9142
33409,plw,1951,9669
33410,plw,1952,10227
33411,plw,1953,10817
33412,plw,1954,11441
33413,plw,1955,12101
33414,plw,1956,12799
33415,plw,1957,13538
33416,plw,1958,14318
33417,plw,1959,15144
33418,plw,1960,16017
33419,plw,1961,16888
33420,plw,1962,17805
33421,plw,1963,18772
33422,plw,1964,19791
33423,plw,1965,20866
33424,plw,1966,21998
33425,plw,1967,23191
33426,plw,1968,24449
33427,plw,1969,25774
33428,plw,1970,27171
33429,plw,1971,26141
33430,plw,1972,28721
33431,plw,1973,34216
33432,plw,1974,48913
33433,plw,1975,51027
33434,plw,1976,37122
33435,plw,1977,35304
33436,plw,1978,35583
33437,plw,1979,32081
33438,plw,1980,17195
33439,plw,1981,15145
33440,plw,1982,15305
33441,plw,1983,14737
33442,plw,1984,14677
33443,plw,1985,12990
33444,plw,1986,12643
33445,plw,1987,12253
33446,plw,1988,14552
33447,plw,1989,14842
33448,plw,1990,15510
33449,plw,1991,14568
33450,plw,1992,13275
33451,plw,1993,11323
33452,plw,1994,11814
33453,plw,1995,12763
33454,plw,1996,13741
33455,plw,1997,13722
33456,plw,1998,13694
33457,plw,1999,12711
33458,plw,2000,12350
33459,plw,2001,12980
33460,plw,2002,13321
33461,plw,2003,12778
33462,plw,2004,13359
33463,plw,2005,14019
33464,plw,2006,13880
33465,plw,2007,14288
33466,plw,2008,13851
33467,plw,2009,13328
33468,plw,2010,13630
33469,plw,2011,14534
33470,plw,2012,15147
33471,plw,2013,14857
33472,plw,2014,15548
33473,plw,2015,17132
33474,plw,2016,17164
33475,plw,2017,16474
33476,plw,2018,17202
33477,plw,2019,17428
33478,plw,2020,17742
33479,plw,2021,17953
33480,plw,2022,18130
33481,plw,2023,18310
33482,plw,2024,18491
33483,plw,2025,18686
33484,plw,2026,18905
33485,plw,2027,19155
33486,plw,2028,19442
33487,plw,2029,19764
33488,plw,2030,20118
33489,plw,2031,20499
33490,plw,2032,20901
33491,plw,2033,21319
33492,plw,2034,21750
33493,plw,2035,22191
33494,plw,2036,22642
33495,plw,2037,23103
33496,plw,2038,23573
33497,plw,2039,24052
33498,plw,2040,24541
33499,png,1800,546
33500,png,1801,546
33501,png,1802,546
33502,png,1803,546
33503,png,1804,547
33504,png,1805,547
33505,png,1806,547
33506,png,1807,547
33507,png,1808,547
33508,png,1809,547
33509,png,1810,547
33510,png,1811,547
33511,png,1812,547
33512,png,1813,547
33513,png,1814,547
33514,png,1815,547
33515,png,1816,548
33516,png,1817,548
33517,png,1818,548
33518,png,1819,548
33519,png,1820,548
33520,png,1821,550
33521,png,1822,552
33522,png,1823,553
33523,png,1824,555
33524,png,1825,557
33525,png,1826,559
33526,png,1827,561
33527,png,1828,563
33528,png,1829,565
33529,png,1830,567
33530,png,1831,569
33531,png,1832,571
33532,png,1833,573
33533,png,1834,575
33534,png,1835,576
33535,png,1836,578
33536,png,1837,580
33537,png,1838,582
33538,png,1839,584
33539,png,1840,586
33540,png,1841,588
33541,png,1842,590
33542,png,1843,592
33543,png,1844,594
33544,png,1845,596
33545,png,1846,598
33546,png,1847,600
33547,png,1848,602
33548,png,1849,604
33549,png,1850,607
33550,png,1851,609
33551,png,1852,611
33552,png,1853,613
33553,png,1854,615
33554,png,1855,617
33555,png,1856,619
33556,png,1857,621
33557,png,1858,623
33558,png,1859,625
33559,png,1860,627
33560,png,1861,630
33561,png,1862,632
33562,png,1863,634
33563,png,1864,636
33564,png,1865,638
33565,png,1866,640
33566,png,1867,643
33567,png,1868,645
33568,png,1869,647
33569,png,1870,649
33570,png,1871,651
33571,png,1872,654
33572,png,1873,656
33573,png,1874,658
33574,png,1875,660
33575,png,1876,662
33576,png,1877,665
33577,png,1878,667
33578,png,1879,669
33579,png,1880,671
33580,png,1881,674
33581,png,1882,676
33582,png,1883,678
33583,png,1884,681
33584,png,1885,683
33585,png,1886,685
33586,png,1887,688
33587,png,1888,690
33588,png,1889,692
33589,png,1890,695
33590,png,1891,697
33591,png,1892,699
33592,png,1893,702
33593,png,1894,704
33594,png,1895,707
33595,png,1896,709
33596,png,1897,711
33597,png,1898,714
33598,png,1899,716
33599,png,1900,719
33600,png,1901,721
33601,png,1902,723
33602,png,1903,726
33603,png,1904,728
33604,png,1905,731
33605,png,1906,733
33606,png,1907,736
33607,png,1908,738
33608,png,1909,741
33609,png,1910,743
33610,png,1911,746
33611,png,1912,748
33612,png,1913,751
33613,png,1914,756
33614,png,1915,760
33615,png,1916,765
33616,png,1917,770
33617,png,1918,775
33618,png,1919,779
33619,png,1920,784
33620,png,1921,789
33621,png,1922,794
33622,png,1923,799
33623,png,1924,804
33624,png,1925,809
33625,png,1926,814
33626,png,1927,819
33627,png,1928,825
33628,png,1929,830
33629,png,1930,835
33630,png,1931,840
33631,png,1932,845
33632,png,1933,851
33633,png,1934,856
33634,png,1935,861
33635,png,1936,867
33636,png,1937,872
33637,png,1938,878
33638,png,1939,883
33639,png,1940,888
33640,png,1941,894
33641,png,1942,900
33642,png,1943,905
33643,png,1944,911
33644,png,1945,916
33645,png,1946,922
33646,png,1947,928
33647,png,1948,933
33648,png,1949,939
33649,png,1950,945
33650,png,1951,959
33651,png,1952,973
33652,png,1953,987
33653,png,1954,1002
33654,png,1955,1016
33655,png,1956,1031
33656,png,1957,1046
33657,png,1958,1061
33658,png,1959,1077
33659,png,1960,1093
33660,png,1961,1156
33661,png,1962,1224
33662,png,1963,1267
33663,png,1964,1368
33664,png,1965,1499
33665,png,1966,1573
33666,png,1967,1624
33667,png,1968,1679
33668,png,1969,1802
33669,png,1970,1977
33670,png,1971,2079
33671,png,1972,2173
33672,png,1973,2289
33673,png,1974,2322
33674,png,1975,2277
33675,png,1976,2179
33676,png,1977,2176
33677,png,1978,2338
33678,png,1979,2356
33679,png,1980,2274
33680,png,1981,2237
33681,png,1982,2213
33682,png,1983,2249
33683,png,1984,2208
33684,png,1985,2261
33685,png,1986,2331
33686,png,1987,2361
33687,png,1988,2392
33688,png,1989,2323
33689,png,1990,2218
33690,png,1991,2373
33691,png,1992,2640
33692,png,1993,3049
33693,png,1994,3156
33694,png,1995,2980
33695,png,1996,3134
33696,png,1997,2938
33697,png,1998,2759
33698,png,1999,2744
33699,png,2000,2616
33700,png,2001,2557
33701,png,2002,2501
33702,png,2003,2504
33703,png,2004,2519
33704,png,2005,2621
33705,png,2006,2620
33706,png,2007,2841
33707,png,2008,2765
33708,png,2009,2883
33709,png,2010,3103
33710,png,2011,3070
33711,png,2012,3146
33712,png,2013,3200
33713,png,2014,3560
33714,png,2015,3820
33715,png,2016,3898
33716,png,2017,3881
33717,png,2018,3821
33718,png,2019,3931
33719,png,2020,3949
33720,png,2021,3966
33721,png,2022,4004
33722,png,2023,4055
33723,png,2024,4113
33724,png,2025,4174
33725,png,2026,4238
33726,png,2027,4307
33727,png,2028,4381
33728,png,2029,4460
33729,png,2030,4545
33730,png,2031,4634
33731,png,2032,4726
33732,png,2033,4821
33733,png,2034,4919
33734,png,2035,5019
33735,png,2036,5121
33736,png,2037,5225
33737,png,2038,5331
33738,png,2039,5439
33739,png,2040,5550
33740,pol,1800,1102
33741,pol,1801,1075
33742,pol,1802,1050
33743,pol,1803,1024
33744,pol,1804,1000
33745,pol,1805,976
33746,pol,1806,952
33747,pol,1807,929
33748,pol,1808,907
33749,pol,1809,885
33750,pol,1810,864
33751,pol,1811,843
33752,pol,1812,809
33753,pol,1813,829
33754,pol,1814,879
33755,pol,1815,895
33756,pol,1816,899
33757,pol,1817,910
33758,pol,1818,929
33759,pol,1819,966
33760,pol,1820,998
33761,pol,1821,1017
33762,pol,1822,1037
33763,pol,1823,1061
33764,pol,1824,1083
33765,pol,1825,1095
33766,pol,1826,1100
33767,pol,1827,1125
33768,pol,1828,1151
33769,pol,1829,1162
33770,pol,1830,1150
33771,pol,1831,1134
33772,pol,1832,1126
33773,pol,1833,1123
33774,pol,1834,1127
33775,pol,1835,1117
33776,pol,1836,1112
33777,pol,1837,1126
33778,pol,1838,1124
33779,pol,1839,1115
33780,pol,1840,1106
33781,pol,1841,1125
33782,pol,1842,1118
33783,pol,1843,1114
33784,pol,1844,1116
33785,pol,1845,1138
33786,pol,1846,1151
33787,pol,1847,1166
33788,pol,1848,1170
33789,pol,1849,1172
33790,pol,1850,1202
33791,pol,1851,1267
33792,pol,1852,1296
33793,pol,1853,1351
33794,pol,1854,1383
33795,pol,1855,1419
33796,pol,1856,1415
33797,pol,1857,1444
33798,pol,1858,1510
33799,pol,1859,1582
33800,pol,1860,1657
33801,pol,1861,1692
33802,pol,1862,1679
33803,pol,1863,1692
33804,pol,1864,1734
33805,pol,1865,1765
33806,pol,1866,1793
33807,pol,1867,1849
33808,pol,1868,1899
33809,pol,1869,1902
33810,pol,1870,1921
33811,pol,1871,1924
33812,pol,1872,1952
33813,pol,1873,2017
33814,pol,1874,2053
33815,pol,1875,2059
33816,pol,1876,2115
33817,pol,1877,2150
33818,pol,1878,2197
33819,pol,1879,2238
33820,pol,1880,2301
33821,pol,1881,2353
33822,pol,1882,2414
33823,pol,1883,2472
33824,pol,1884,2509
33825,pol,1885,2542
33826,pol,1886,2552
33827,pol,1887,2547
33828,pol,1888,2588
33829,pol,1889,2638
33830,pol,1890,2690
33831,pol,1891,2726
33832,pol,1892,2777
33833,pol,1893,2821
33834,pol,1894,2856
33835,pol,1895,2886
33836,pol,1896,2946
33837,pol,1897,3023
33838,pol,1898,3106
33839,pol,1899,3210
33840,pol,1900,3295
33841,pol,1901,3294
33842,pol,1902,3293
33843,pol,1903,3293
33844,pol,1904,3292
33845,pol,1905,3291
33846,pol,1906,3290
33847,pol,1907,3289
33848,pol,1908,3289
33849,pol,1909,3288
33850,pol,1910,3287
33851,pol,1911,3319
33852,pol,1912,3351
33853,pol,1913,3383
33854,pol,1914,3425
33855,pol,1915,3467
33856,pol,1916,3510
33857,pol,1917,3554
33858,pol,1918,3598
33859,pol,1919,3642
33860,pol,1920,3687
33861,pol,1921,3733
33862,pol,1922,3779
33863,pol,1923,3826
33864,pol,1924,3873
33865,pol,1925,3921
33866,pol,1926,3970
33867,pol,1927,4019
33868,pol,1928,4069
33869,pol,1929,4119
33870,pol,1930,3879
33871,pol,1931,3547
33872,pol,1932,3224
33873,pol,1933,3092
33874,pol,1934,3100
33875,pol,1935,3106
33876,pol,1936,3160
33877,pol,1937,3726
33878,pol,1938,4245
33879,pol,1939,4377
33880,pol,1940,3717
33881,pol,1941,3397
33882,pol,1942,2996
33883,pol,1943,2826
33884,pol,1944,1821
33885,pol,1945,1888
33886,pol,1946,3226
33887,pol,1947,3743
33888,pol,1948,4166
33889,pol,1949,4493
33890,pol,1950,4760
33891,pol,1951,4883
33892,pol,1952,4898
33893,pol,1953,5084
33894,pol,1954,5276
33895,pol,1955,5434
33896,pol,1956,5570
33897,pol,1957,5762
33898,pol,1958,5946
33899,pol,1959,6023
33900,pol,1960,6253
33901,pol,1961,6672
33902,pol,1962,6512
33903,pol,1963,6836
33904,pol,1964,7076
33905,pol,1965,7407
33906,pol,1966,7815
33907,pol,1967,8043
33908,pol,1968,8472
33909,pol,1969,8332
33910,pol,1970,8708
33911,pol,1971,9267
33912,pol,1972,9874
33913,pol,1973,10535
33914,pol,1974,11062
33915,pol,1975,11484
33916,pol,1976,11671
33917,pol,1977,11790
33918,pol,1978,12123
33919,pol,1979,11802
33920,pol,1980,11412
33921,pol,1981,10718
33922,pol,1982,10537
33923,pol,1983,10966
33924,pol,1984,11282
33925,pol,1985,11315
33926,pol,1986,11599
33927,pol,1987,11384
33928,pol,1988,11609
33929,pol,1989,11410
33930,pol,1990,10277
33931,pol,1991,9522
33932,pol,1992,9731
33933,pol,1993,10070
33934,pol,1994,10580
33935,pol,1995,11300
33936,pol,1996,11976
33937,pol,1997,12741
33938,pol,1998,13324
33939,pol,1999,13944
33940,pol,2000,14733
33941,pol,2001,14920
33942,pol,2002,15232
33943,pol,2003,15785
33944,pol,2004,16606
33945,pol,2005,17194
33946,pol,2006,18268
33947,pol,2007,19563
33948,pol,2008,20392
33949,pol,2009,20953
33950,pol,2010,21771
33951,pol,2011,22851
33952,pol,2012,23218
33953,pol,2013,23555
33954,pol,2014,24355
33955,pol,2015,25307
33956,pol,2016,26094
33957,pol,2017,27346
33958,pol,2018,28752
33959,pol,2019,29912
33960,pol,2020,30854
33961,pol,2021,31709
33962,pol,2022,32543
33963,pol,2023,33392
33964,pol,2024,34272
33965,pol,2025,35163
33966,pol,2026,36053
33967,pol,2027,36933
33968,pol,2028,37799
33969,pol,2029,38650
33970,pol,2030,39489
33971,pol,2031,40324
33972,pol,2032,41161
33973,pol,2033,42006
33974,pol,2034,42864
33975,pol,2035,43737
33976,pol,2036,44626
33977,pol,2037,45534
33978,pol,2038,46460
33979,pol,2039,47405
33980,pol,2040,48369
33981,prk,1800,250
33982,prk,1801,250
33983,prk,1802,249
33984,prk,1803,249
33985,prk,1804,249
33986,prk,1805,249
33987,prk,1806,248
33988,prk,1807,248
33989,prk,1808,248
33990,prk,1809,248
33991,prk,1810,248
33992,prk,1811,247
33993,prk,1812,247
33994,prk,1813,247
33995,prk,1814,246
33996,prk,1815,246
33997,prk,1816,246
33998,prk,1817,246
33999,prk,1818,245
34000,prk,1819,245
34001,prk,1820,245
34002,prk,1821,245
34003,prk,1822,245
34004,prk,1823,245
34005,prk,1824,245
34006,prk,1825,245
34007,prk,1826,245
34008,prk,1827,245
34009,prk,1828,245
34010,prk,1829,245
34011,prk,1830,245
34012,prk,1831,245
34013,prk,1832,245
34014,prk,1833,246
34015,prk,1834,246
34016,prk,1835,246
34017,prk,1836,246
34018,prk,1837,246
34019,prk,1838,246
34020,prk,1839,246
34021,prk,1840,246
34022,prk,1841,246
34023,prk,1842,246
34024,prk,1843,246
34025,prk,1844,246
34026,prk,1845,246
34027,prk,1846,246
34028,prk,1847,246
34029,prk,1848,246
34030,prk,1849,246
34031,prk,1850,246
34032,prk,1851,246
34033,prk,1852,246
34034,prk,1853,246
34035,prk,1854,246
34036,prk,1855,246
34037,prk,1856,246
34038,prk,1857,246
34039,prk,1858,247
34040,prk,1859,247
34041,prk,1860,247
34042,prk,1861,247
34043,prk,1862,247
34044,prk,1863,247
34045,prk,1864,247
34046,prk,1865,247
34047,prk,1866,247
34048,prk,1867,247
34049,prk,1868,247
34050,prk,1869,247
34051,prk,1870,247
34052,prk,1871,249
34053,prk,1872,251
34054,prk,1873,253
34055,prk,1874,255
34056,prk,1875,258
34057,prk,1876,260
34058,prk,1877,262
34059,prk,1878,264
34060,prk,1879,266
34061,prk,1880,269
34062,prk,1881,271
34063,prk,1882,273
34064,prk,1883,276
34065,prk,1884,278
34066,prk,1885,280
34067,prk,1886,283
34068,prk,1887,285
34069,prk,1888,288
34070,prk,1889,290
34071,prk,1890,292
34072,prk,1891,295
34073,prk,1892,297
34074,prk,1893,300
34075,prk,1894,302
34076,prk,1895,305
34077,prk,1896,308
34078,prk,1897,310
34079,prk,1898,313
34080,prk,1899,315
34081,prk,1900,318
34082,prk,1901,321
34083,prk,1902,324
34084,prk,1903,326
34085,prk,1904,329
34086,prk,1905,332
34087,prk,1906,335
34088,prk,1907,337
34089,prk,1908,340
34090,prk,1909,343
34091,prk,1910,346
34092,prk,1911,349
34093,prk,1912,352
34094,prk,1913,355
34095,prk,1914,360
34096,prk,1915,366
34097,prk,1916,372
34098,prk,1917,377
34099,prk,1918,383
34100,prk,1919,389
34101,prk,1920,395
34102,prk,1921,401
34103,prk,1922,407
34104,prk,1923,413
34105,prk,1924,420
34106,prk,1925,426
34107,prk,1926,433
34108,prk,1927,439
34109,prk,1928,446
34110,prk,1929,453
34111,prk,1930,460
34112,prk,1931,467
34113,prk,1932,474
34114,prk,1933,482
34115,prk,1934,489
34116,prk,1935,496
34117,prk,1936,504
34118,prk,1937,512
34119,prk,1938,520
34120,prk,1939,528
34121,prk,1940,536
34122,prk,1941,544
34123,prk,1942,552
34124,prk,1943,561
34125,prk,1944,569
34126,prk,1945,578
34127,prk,1946,587
34128,prk,1947,596
34129,prk,1948,605
34130,prk,1949,615
34131,prk,1950,624
34132,prk,1951,518
34133,prk,1952,550
34134,prk,1953,706
34135,prk,1954,740
34136,prk,1955,770
34137,prk,1956,757
34138,prk,1957,795
34139,prk,1958,813
34140,prk,1959,819
34141,prk,1960,808
34142,prk,1961,822
34143,prk,1962,820
34144,prk,1963,867
34145,prk,1964,916
34146,prk,1965,947
34147,prk,1966,1034
34148,prk,1967,1084
34149,prk,1968,1194
34150,prk,1969,1344
34151,prk,1970,1428
34152,prk,1971,1526
34153,prk,1972,1637
34154,prk,1973,1761
34155,prk,1974,1900
34156,prk,1975,2057
34157,prk,1976,2104
34158,prk,1977,2155
34159,prk,1978,2208
34160,prk,1979,2262
34161,prk,1980,2315
34162,prk,1981,2362
34163,prk,1982,2412
34164,prk,1983,2462
34165,prk,1984,2513
34166,prk,1985,2564
34167,prk,1986,2559
34168,prk,1987,2553
34169,prk,1988,2547
34170,prk,1989,2539
34171,prk,1990,2389
34172,prk,1991,2244
34173,prk,1992,2048
34174,prk,1993,1922
34175,prk,1994,1857
34176,prk,1995,1755
34177,prk,1996,1680
34178,prk,1997,1562
34179,prk,1998,1545
34180,prk,1999,1631
34181,prk,2000,1624
34182,prk,2001,1671
34183,prk,2002,1678
34184,prk,2003,1696
34185,prk,2004,1720
34186,prk,2005,1774
34187,prk,2006,1745
34188,prk,2007,1714
34189,prk,2008,1757
34190,prk,2009,1731
34191,prk,2010,1713
34192,prk,2011,1718
34193,prk,2012,1731
34194,prk,2013,1740
34195,prk,2014,1749
34196,prk,2015,1720
34197,prk,2016,1719
34198,prk,2017,1718
34199,prk,2018,1716
34200,prk,2019,1715
34201,prk,2020,1714
34202,prk,2021,1715
34203,prk,2022,1721
34204,prk,2023,1732
34205,prk,2024,1751
34206,prk,2025,1771
34207,prk,2026,1793
34208,prk,2027,1817
34209,prk,2028,1845
34210,prk,2029,1876
34211,prk,2030,1910
34212,prk,2031,1947
34213,prk,2032,1985
34214,prk,2033,2025
34215,prk,2034,2066
34216,prk,2035,2108
34217,prk,2036,2151
34218,prk,2037,2194
34219,prk,2038,2239
34220,prk,2039,2284
34221,prk,2040,2331
34222,prt,1800,1733
34223,prt,1801,1783
34224,prt,1802,1828
34225,prt,1803,1872
34226,prt,1804,1958
34227,prt,1805,1867
34228,prt,1806,1738
34229,prt,1807,1777
34230,prt,1808,1724
34231,prt,1809,1737
34232,prt,1810,1515
34233,prt,1811,1531
34234,prt,1812,1457
34235,prt,1813,1578
34236,prt,1814,1636
34237,prt,1815,1609
34238,prt,1816,1598
34239,prt,1817,1633
34240,prt,1818,1763
34241,prt,1819,1877
34242,prt,1820,1849
34243,prt,1821,1924
34244,prt,1822,1949
34245,prt,1823,1893
34246,prt,1824,1877
34247,prt,1825,1827
34248,prt,1826,1808
34249,prt,1827,1694
34250,prt,1828,1747
34251,prt,1829,1729
34252,prt,1830,1707
34253,prt,1831,1650
34254,prt,1832,1644
34255,prt,1833,1624
34256,prt,1834,1615
34257,prt,1835,1562
34258,prt,1836,1545
34259,prt,1837,1611
34260,prt,1838,1669
34261,prt,1839,1668
34262,prt,1840,1512
34263,prt,1841,1575
34264,prt,1842,1572
34265,prt,1843,1569
34266,prt,1844,1667
34267,prt,1845,1657
34268,prt,1846,1640
34269,prt,1847,1620
34270,prt,1848,1633
34271,prt,1849,1604
34272,prt,1850,1597
34273,prt,1851,1715
34274,prt,1852,1683
34275,prt,1853,1651
34276,prt,1854,1620
34277,prt,1855,1590
34278,prt,1856,1579
34279,prt,1857,1569
34280,prt,1858,1559
34281,prt,1859,1548
34282,prt,1860,1538
34283,prt,1861,1528
34284,prt,1862,1532
34285,prt,1863,1535
34286,prt,1864,1539
34287,prt,1865,1543
34288,prt,1866,1592
34289,prt,1867,1628
34290,prt,1868,1636
34291,prt,1869,1669
34292,prt,1870,1687
34293,prt,1871,1614
34294,prt,1872,1651
34295,prt,1873,1710
34296,prt,1874,1672
34297,prt,1875,1660
34298,prt,1876,1612
34299,prt,1877,1677
34300,prt,1878,1668
34301,prt,1879,1660
34302,prt,1880,1639
34303,prt,1881,1679
34304,prt,1882,1717
34305,prt,1883,1744
34306,prt,1884,1789
34307,prt,1885,1820
34308,prt,1886,1904
34309,prt,1887,1928
34310,prt,1888,1934
34311,prt,1889,1883
34312,prt,1890,1952
34313,prt,1891,1903
34314,prt,1892,1881
34315,prt,1893,1905
34316,prt,1894,1867
34317,prt,1895,1934
34318,prt,1896,1947
34319,prt,1897,2045
34320,prt,1898,2101
34321,prt,1899,2161
34322,prt,1900,2253
34323,prt,1901,2197
34324,prt,1902,2190
34325,prt,1903,2203
34326,prt,1904,2213
34327,prt,1905,2134
34328,prt,1906,2129
34329,prt,1907,2162
34330,prt,1908,2110
34331,prt,1909,2091
34332,prt,1910,2125
34333,prt,1911,2149
34334,prt,1912,2174
34335,prt,1913,2164
34336,prt,1914,2176
34337,prt,1915,2125
34338,prt,1916,2135
34339,prt,1917,2098
34340,prt,1918,1989
34341,prt,1919,2030
34342,prt,1920,2127
34343,prt,1921,2232
34344,prt,1922,2474
34345,prt,1923,2550
34346,prt,1924,2425
34347,prt,1925,2502
34348,prt,1926,2456
34349,prt,1927,2851
34350,prt,1928,2544
34351,prt,1929,2786
34352,prt,1930,2718
34353,prt,1931,2823
34354,prt,1932,2842
34355,prt,1933,2997
34356,prt,1934,3087
34357,prt,1935,2888
34358,prt,1936,2635
34359,prt,1937,3041
34360,prt,1938,3024
34361,prt,1939,3027
34362,prt,1940,2795
34363,prt,1941,3023
34364,prt,1942,2956
34365,prt,1943,3126
34366,prt,1944,3275
34367,prt,1945,3121
34368,prt,1946,3336
34369,prt,1947,3583
34370,prt,1948,3541
34371,prt,1949,3559
34372,prt,1950,3610
34373,prt,1951,3751
34374,prt,1952,3740
34375,prt,1953,3977
34376,prt,1954,4142
34377,prt,1955,4282
34378,prt,1956,4437
34379,prt,1957,4601
34380,prt,1958,4624
34381,prt,1959,4835
34382,prt,1960,5115
34383,prt,1961,5412
34384,prt,1962,5792
34385,prt,1963,6110
34386,prt,1964,6501
34387,prt,1965,6997
34388,prt,1966,7316
34389,prt,1967,7892
34390,prt,1968,8605
34391,prt,1969,8827
34392,prt,1970,9712
34393,prt,1971,10444
34394,prt,1972,11334
34395,prt,1973,12627
34396,prt,1974,12631
34397,prt,1975,11709
34398,prt,1976,12273
34399,prt,1977,12937
34400,prt,1978,13284
34401,prt,1979,14030
34402,prt,1980,14629
34403,prt,1981,14793
34404,prt,1982,15131
34405,prt,1983,15121
34406,prt,1984,14853
34407,prt,1985,15288
34408,prt,1986,15943
34409,prt,1987,16987
34410,prt,1988,18294
34411,prt,1989,19274
34412,prt,1990,20167
34413,prt,1991,21096
34414,prt,1992,21343
34415,prt,1993,20881
34416,prt,1994,21026
34417,prt,1995,21851
34418,prt,1996,22530
34419,prt,1997,23422
34420,prt,1998,24421
34421,prt,1999,25227
34422,prt,2000,25999
34423,prt,2001,26318
34424,prt,2002,26376
34425,prt,2003,26032
34426,prt,2004,26440
34427,prt,2005,26593
34428,prt,2006,26958
34429,prt,2007,27575
34430,prt,2008,27590
34431,prt,2009,26743
34432,prt,2010,27238
34433,prt,2011,26780
34434,prt,2012,25806
34435,prt,2013,25655
34436,prt,2014,26024
34437,prt,2015,26608
34438,prt,2016,27206
34439,prt,2017,28035
34440,prt,2018,28687
34441,prt,2019,29275
34442,prt,2020,29789
34443,prt,2021,30289
34444,prt,2022,30806
34445,prt,2023,31340
34446,prt,2024,31883
34447,prt,2025,32441
34448,prt,2026,33019
34449,prt,2027,33623
34450,prt,2028,34255
34451,prt,2029,34914
34452,prt,2030,35600
34453,prt,2031,36309
34454,prt,2032,37040
34455,prt,2033,37790
34456,prt,2034,38557
34457,prt,2035,39341
34458,prt,2036,40140
34459,prt,2037,40957
34460,prt,2038,41790
34461,prt,2039,42640
34462,prt,2040,43507
34463,pry,1800,835
34464,pry,1801,835
34465,pry,1802,835
34466,pry,1803,835
34467,pry,1804,836
34468,pry,1805,836
34469,pry,1806,836
34470,pry,1807,836
34471,pry,1808,836
34472,pry,1809,836
34473,pry,1810,836
34474,pry,1811,836
34475,pry,1812,837
34476,pry,1813,837
34477,pry,1814,837
34478,pry,1815,837
34479,pry,1816,837
34480,pry,1817,837
34481,pry,1818,837
34482,pry,1819,837
34483,pry,1820,838
34484,pry,1821,848
34485,pry,1822,859
34486,pry,1823,870
34487,pry,1824,881
34488,pry,1825,892
34489,pry,1826,903
34490,pry,1827,914
34491,pry,1828,926
34492,pry,1829,937
34493,pry,1830,949
34494,pry,1831,961
34495,pry,1832,973
34496,pry,1833,985
34497,pry,1834,998
34498,pry,1835,1010
34499,pry,1836,1023
34500,pry,1837,1036
34501,pry,1838,1049
34502,pry,1839,1062
34503,pry,1840,1076
34504,pry,1841,1089
34505,pry,1842,1103
34506,pry,1843,1117
34507,pry,1844,1131
