,geo,time,income_per_person_gdppercapita_ppp_inflation_adjusted
0,afg,1800,603
1,afg,1801,603
2,afg,1802,603
3,afg,1803,603
4,afg,1804,603
5,afg,1805,603
6,afg,1806,603
7,afg,1807,603
8,afg,1808,603
9,afg,1809,603
10,afg,1810,604
11,afg,1811,604
12,afg,1812,604
13,afg,1813,604
14,afg,1814,604
15,afg,1815,604
16,afg,1816,604
17,afg,1817,604
18,afg,1818,604
19,afg,1819,604
20,afg,1820,604
21,afg,1821,607
22,afg,1822,609
23,afg,1823,611
24,afg,1824,613
25,afg,1825,615
26,afg,1826,617
27,afg,1827,619
28,afg,1828,621
29,afg,1829,623
30,afg,1830,625
31,afg,1831,627
32,afg,1832,630
33,afg,1833,632
34,afg,1834,634
35,afg,1835,636
36,afg,1836,638
37,afg,1837,640
38,afg,1838,643
39,afg,1839,645
40,afg,1840,647
41,afg,1841,649
42,afg,1842,651
43,afg,1843,654
44,afg,1844,656
45,afg,1845,658
46,afg,1846,660
47,afg,1847,663
48,afg,1848,665
49,afg,1849,667
50,afg,1850,669
51,afg,1851,672
52,afg,1852,674
53,afg,1853,676
54,afg,1854,678
55,afg,1855,681
56,afg,1856,683
57,afg,1857,685
58,afg,1858,688
59,afg,1859,690
60,afg,1860,692
61,afg,1861,695
62,afg,1862,697
63,afg,1863,699
64,afg,1864,702
65,afg,1865,704
66,afg,1866,707
67,afg,1867,709
68,afg,1868,711
69,afg,1869,714
70,afg,1870,716
71,afg,1871,719
72,afg,1872,721
73,afg,1873,724
74,afg,1874,726
75,afg,1875,729
76,afg,1876,731
77,afg,1877,734
78,afg,1878,736
79,afg,1879,739
80,afg,1880,741
81,afg,1881,758
82,afg,1882,774
83,afg,1883,791
84,afg,1884,807
85,afg,1885,824
86,afg,1886,840
87,afg,1887,858
88,afg,1888,874
89,afg,1889,892
90,afg,1890,909
91,afg,1891,926
92,afg,1892,944
93,afg,1893,961
94,afg,1894,979
95,afg,1895,997
96,afg,1896,1014
97,afg,1897,1033
98,afg,1898,1051
99,afg,1899,1069
100,afg,1900,1088
101,afg,1901,1106
102,afg,1902,1124
103,afg,1903,1143
104,afg,1904,1162
105,afg,1905,1182
106,afg,1906,1200
107,afg,1907,1219
108,afg,1908,1239
109,afg,1909,1259
110,afg,1910,1277
111,afg,1911,1297
112,afg,1912,1317
113,afg,1913,1337
114,afg,1914,1359
115,afg,1915,1381
116,afg,1916,1403
117,afg,1917,1426
118,afg,1918,1448
119,afg,1919,1471
120,afg,1920,1494
121,afg,1921,1520
122,afg,1922,1545
123,afg,1923,1572
124,afg,1924,1599
125,afg,1925,1625
126,afg,1926,1652
127,afg,1927,1680
128,afg,1928,1708
129,afg,1929,1736
130,afg,1930,1765
131,afg,1931,1793
132,afg,1932,1822
133,afg,1933,1851
134,afg,1934,1881
135,afg,1935,1910
136,afg,1936,1940
137,afg,1937,1970
138,afg,1938,2000
139,afg,1939,2031
140,afg,1940,2064
141,afg,1941,2094
142,afg,1942,2126
143,afg,1943,2159
144,afg,1944,2191
145,afg,1945,2223
146,afg,1946,2257
147,afg,1947,2289
148,afg,1948,2324
149,afg,1949,2357
150,afg,1950,2392
151,afg,1951,2422
152,afg,1952,2462
153,afg,1953,2568
154,afg,1954,2576
155,afg,1955,2579
156,afg,1956,2644
157,afg,1957,2593
158,afg,1958,2684
159,afg,1959,2705
160,afg,1960,2744
161,afg,1961,2702
162,afg,1962,2683
163,afg,1963,2665
164,afg,1964,2649
165,afg,1965,2641
166,afg,1966,2598
167,afg,1967,2601
168,afg,1968,2623
169,afg,1969,2594
170,afg,1970,2574
171,afg,1971,2498
172,afg,1972,2031
173,afg,1973,2031
174,afg,1974,2083
175,afg,1975,2152
176,afg,1976,2206
177,afg,1977,2037
178,afg,1978,2127
179,afg,1979,2030
180,afg,1980,2015
181,afg,1981,2260
182,afg,1982,2501
183,afg,1983,2648
184,afg,1984,2620
185,afg,1985,2552
186,afg,1986,2620
187,afg,1987,2358
188,afg,1988,2140
189,afg,1989,1935
190,afg,1990,1861
191,afg,1991,1645
192,afg,1992,1522
193,afg,1993,1009
194,afg,1994,721
195,afg,1995,1028
196,afg,1996,942
197,afg,1997,865
198,afg,1998,800
199,afg,1999,735
200,afg,2000,687
201,afg,2001,646
202,afg,2002,1016
203,afg,2003,1056
204,afg,2004,1025
205,afg,2005,1099
206,afg,2006,1124
207,afg,2007,1248
208,afg,2008,1268
209,afg,2009,1502
210,afg,2010,1672
211,afg,2011,1627
212,afg,2012,1773
213,afg,2013,1808
214,afg,2014,1796
215,afg,2015,1767
216,afg,2016,1757
217,afg,2017,1758
218,afg,2018,1735
219,afg,2019,1763
220,afg,2020,1800
221,afg,2021,1846
222,afg,2022,1903
223,afg,2023,1972
224,afg,2024,2053
225,afg,2025,2135
226,afg,2026,2215
227,afg,2027,2291
228,afg,2028,2362
229,afg,2029,2428
230,afg,2030,2489
231,afg,2031,2546
232,afg,2032,2602
233,afg,2033,2657
234,afg,2034,2711
235,afg,2035,2767
236,afg,2036,2823
237,afg,2037,2880
238,afg,2038,2939
239,afg,2039,2999
240,afg,2040,3060
241,ago,1800,618
242,ago,1801,620
243,ago,1802,623
244,ago,1803,626
245,ago,1804,628
246,ago,1805,631
247,ago,1806,634
248,ago,1807,637
249,ago,1808,640
250,ago,1809,642
251,ago,1810,645
252,ago,1811,648
253,ago,1812,651
254,ago,1813,654
255,ago,1814,657
256,ago,1815,660
257,ago,1816,662
258,ago,1817,665
259,ago,1818,668
260,ago,1819,671
261,ago,1820,674
262,ago,1821,677
263,ago,1822,680
264,ago,1823,683
265,ago,1824,686
266,ago,1825,689
267,ago,1826,692
268,ago,1827,695
269,ago,1828,698
270,ago,1829,701
271,ago,1830,704
272,ago,1831,708
273,ago,1832,711
274,ago,1833,714
275,ago,1834,717
276,ago,1835,720
277,ago,1836,723
278,ago,1837,726
279,ago,1838,730
280,ago,1839,733
281,ago,1840,736
282,ago,1841,739
283,ago,1842,743
284,ago,1843,746
285,ago,1844,749
286,ago,1845,752
287,ago,1846,756
288,ago,1847,759
289,ago,1848,762
290,ago,1849,766
291,ago,1850,769
292,ago,1851,773
293,ago,1852,776
294,ago,1853,779
295,ago,1854,783
296,ago,1855,786
297,ago,1856,790
298,ago,1857,793
299,ago,1858,797
300,ago,1859,800
301,ago,1860,804
302,ago,1861,807
303,ago,1862,811
304,ago,1863,814
305,ago,1864,818
306,ago,1865,822
307,ago,1866,825
308,ago,1867,829
309,ago,1868,832
310,ago,1869,836
311,ago,1870,840
312,ago,1871,844
313,ago,1872,847
314,ago,1873,851
315,ago,1874,855
316,ago,1875,858
317,ago,1876,862
318,ago,1877,866
319,ago,1878,870
320,ago,1879,874
321,ago,1880,878
322,ago,1881,881
323,ago,1882,885
324,ago,1883,889
325,ago,1884,893
326,ago,1885,897
327,ago,1886,901
328,ago,1887,905
329,ago,1888,909
330,ago,1889,913
331,ago,1890,917
332,ago,1891,921
333,ago,1892,925
334,ago,1893,929
335,ago,1894,933
336,ago,1895,937
337,ago,1896,941
338,ago,1897,946
339,ago,1898,950
340,ago,1899,954
341,ago,1900,958
342,ago,1901,962
343,ago,1902,967
344,ago,1903,971
345,ago,1904,975
346,ago,1905,979
347,ago,1906,984
348,ago,1907,988
349,ago,1908,992
350,ago,1909,997
351,ago,1910,1001
352,ago,1911,1006
353,ago,1912,1010
354,ago,1913,1014
355,ago,1914,1045
356,ago,1915,1076
357,ago,1916,1108
358,ago,1917,1141
359,ago,1918,1174
360,ago,1919,1209
361,ago,1920,1245
362,ago,1921,1285
363,ago,1922,1326
364,ago,1923,1368
365,ago,1924,1412
366,ago,1925,1457
367,ago,1926,1503
368,ago,1927,1551
369,ago,1928,1600
370,ago,1929,1651
371,ago,1930,1704
372,ago,1931,1758
373,ago,1932,1813
374,ago,1933,1871
375,ago,1934,1930
376,ago,1935,1992
377,ago,1936,2055
378,ago,1937,2120
379,ago,1938,2187
380,ago,1939,2257
381,ago,1940,2328
382,ago,1941,2402
383,ago,1942,2478
384,ago,1943,2557
385,ago,1944,2638
386,ago,1945,2721
387,ago,1946,2807
388,ago,1947,2896
389,ago,1948,2988
390,ago,1949,3082
391,ago,1950,3180
392,ago,1951,3260
393,ago,1952,3342
394,ago,1953,3423
395,ago,1954,3288
396,ago,1955,3506
397,ago,1956,3395
398,ago,1957,3669
399,ago,1958,3809
400,ago,1959,3769
401,ago,1960,3861
402,ago,1961,4313
403,ago,1962,4134
404,ago,1963,4284
405,ago,1964,4695
406,ago,1965,4974
407,ago,1966,5187
408,ago,1967,5408
409,ago,1968,5247
410,ago,1969,5318
411,ago,1970,5570
412,ago,1971,5794
413,ago,1972,5687
414,ago,1973,6012
415,ago,1974,6055
416,ago,1975,5615
417,ago,1976,5008
418,ago,1977,4955
419,ago,1978,5074
420,ago,1979,5079
421,ago,1980,5112
422,ago,1981,4925
423,ago,1982,4612
424,ago,1983,4337
425,ago,1984,4255
426,ago,1985,4208
427,ago,1986,3760
428,ago,1987,4129
429,ago,1988,4649
430,ago,1989,4667
431,ago,1990,4761
432,ago,1991,4651
433,ago,1992,4238
434,ago,1993,3119
435,ago,1994,3060
436,ago,1995,3408
437,ago,1996,3747
438,ago,1997,3892
439,ago,1998,3946
440,ago,1999,3903
441,ago,2000,3892
442,ago,2001,3924
443,ago,2002,4315
444,ago,2003,4296
445,ago,2004,4605
446,ago,2005,5113
447,ago,2006,5500
448,ago,2007,6044
449,ago,2008,6474
450,ago,2009,6293
451,ago,2010,6360
452,ago,2011,6346
453,ago,2012,6645
454,ago,2013,6731
455,ago,2014,6813
456,ago,2015,6645
457,ago,2016,6258
458,ago,2017,6045
459,ago,2018,5725
460,ago,2019,5544
461,ago,2020,5444
462,ago,2021,5438
463,ago,2022,5455
464,ago,2023,5515
465,ago,2024,5557
466,ago,2025,5603
467,ago,2026,5658
468,ago,2027,5724
469,ago,2028,5803
470,ago,2029,5894
471,ago,2030,5997
472,ago,2031,6109
473,ago,2032,6227
474,ago,2033,6352
475,ago,2034,6480
476,ago,2035,6611
477,ago,2036,6745
478,ago,2037,6883
479,ago,2038,7023
480,ago,2039,7165
481,ago,2040,7311
482,alb,1800,667
483,alb,1801,667
484,alb,1802,667
485,alb,1803,667
486,alb,1804,667
487,alb,1805,668
488,alb,1806,668
489,alb,1807,668
490,alb,1808,668
491,alb,1809,668
492,alb,1810,668
493,alb,1811,668
494,alb,1812,668
495,alb,1813,668
496,alb,1814,668
497,alb,1815,669
498,alb,1816,669
499,alb,1817,669
500,alb,1818,669
501,alb,1819,669
502,alb,1820,669
503,alb,1821,671
504,alb,1822,672
505,alb,1823,674
506,alb,1824,675
507,alb,1825,677
508,alb,1826,678
509,alb,1827,680
510,alb,1828,681
511,alb,1829,683
512,alb,1830,684
513,alb,1831,686
514,alb,1832,688
515,alb,1833,689
516,alb,1834,691
517,alb,1835,692
518,alb,1836,694
519,alb,1837,695
520,alb,1838,697
521,alb,1839,699
522,alb,1840,700
523,alb,1841,702
524,alb,1842,703
525,alb,1843,705
526,alb,1844,707
527,alb,1845,708
528,alb,1846,710
529,alb,1847,711
530,alb,1848,713
531,alb,1849,715
532,alb,1850,716
533,alb,1851,718
534,alb,1852,720
535,alb,1853,721
536,alb,1854,723
537,alb,1855,724
538,alb,1856,726
539,alb,1857,728
540,alb,1858,729
541,alb,1859,731
542,alb,1860,733
543,alb,1861,738
544,alb,1862,745
545,alb,1863,751
546,alb,1864,757
547,alb,1865,763
548,alb,1866,770
549,alb,1867,776
550,alb,1868,782
551,alb,1869,788
552,alb,1870,795
553,alb,1871,807
554,alb,1872,819
555,alb,1873,831
556,alb,1874,843
557,alb,1875,855
558,alb,1876,868
559,alb,1877,881
560,alb,1878,894
561,alb,1879,907
562,alb,1880,920
563,alb,1881,934
564,alb,1882,947
565,alb,1883,961
566,alb,1884,976
567,alb,1885,990
568,alb,1886,1005
569,alb,1887,1019
570,alb,1888,1034
571,alb,1889,1050
572,alb,1890,1065
573,alb,1891,1080
574,alb,1892,1095
575,alb,1893,1110
576,alb,1894,1125
577,alb,1895,1140
578,alb,1896,1156
579,alb,1897,1172
580,alb,1898,1188
581,alb,1899,1204
582,alb,1900,1221
583,alb,1901,1237
584,alb,1902,1253
585,alb,1903,1269
586,alb,1904,1286
587,alb,1905,1303
588,alb,1906,1320
589,alb,1907,1337
590,alb,1908,1354
591,alb,1909,1372
592,alb,1910,1390
593,alb,1911,1408
594,alb,1912,1426
595,alb,1913,1445
596,alb,1914,1457
597,alb,1915,1469
598,alb,1916,1482
599,alb,1917,1494
600,alb,1918,1506
601,alb,1919,1519
602,alb,1920,1532
603,alb,1921,1545
604,alb,1922,1557
605,alb,1923,1571
606,alb,1924,1584
607,alb,1925,1597
608,alb,1926,1610
609,alb,1927,1624
610,alb,1928,1637
611,alb,1929,1651
612,alb,1930,1657
613,alb,1931,1663
614,alb,1932,1669
615,alb,1933,1676
616,alb,1934,1682
617,alb,1935,1688
618,alb,1936,1694
619,alb,1937,1700
620,alb,1938,1707
621,alb,1939,1713
622,alb,1940,1719
623,alb,1941,1726
624,alb,1942,1732
625,alb,1943,1739
626,alb,1944,1745
627,alb,1945,1751
628,alb,1946,1758
629,alb,1947,1764
630,alb,1948,1771
631,alb,1949,1777
632,alb,1950,1784
633,alb,1951,1861
634,alb,1952,1864
635,alb,1953,1940
636,alb,1954,1997
637,alb,1955,2104
638,alb,1956,2125
639,alb,1957,2262
640,alb,1958,2363
641,alb,1959,2461
642,alb,1960,2585
643,alb,1961,2607
644,alb,1962,2693
645,alb,1963,2785
646,alb,1964,2880
647,alb,1965,2985
648,alb,1966,3098
649,alb,1967,3215
650,alb,1968,3331
651,alb,1969,3444
652,alb,1970,3571
653,alb,1971,3714
654,alb,1972,3859
655,alb,1973,4052
656,alb,1974,4067
657,alb,1975,4081
658,alb,1976,4098
659,alb,1977,4116
660,alb,1978,4135
661,alb,1979,4156
662,alb,1980,4185
663,alb,1981,4208
664,alb,1982,4231
665,alb,1983,4255
666,alb,1984,4280
667,alb,1985,4302
668,alb,1986,4330
669,alb,1987,4357
670,alb,1988,4385
671,alb,1989,4418
672,alb,1990,4458
673,alb,1991,3229
674,alb,1992,3015
675,alb,1993,3324
676,alb,1994,3622
677,alb,1995,4130
678,alb,1996,4534
679,alb,1997,4064
680,alb,1998,4451
681,alb,1999,5057
682,alb,2000,5443
683,alb,2001,5949
684,alb,2002,6238
685,alb,2003,6608
686,alb,2004,7001
687,alb,2005,7426
688,alb,2006,7914
689,alb,2007,8451
690,alb,2008,9155
691,alb,2009,9525
692,alb,2010,9928
693,alb,2011,10208
694,alb,2012,10370
695,alb,2013,10493
696,alb,2014,10701
697,alb,2015,10971
698,alb,2016,11357
699,alb,2017,11803
700,alb,2018,12306
701,alb,2019,12694
702,alb,2020,13225
703,alb,2021,13775
704,alb,2022,14351
705,alb,2023,14950
706,alb,2024,15573
707,alb,2025,16203
708,alb,2026,16818
709,alb,2027,17404
710,alb,2028,17950
711,alb,2029,18453
712,alb,2030,18920
713,alb,2031,19358
714,alb,2032,19781
715,alb,2033,20197
716,alb,2034,20613
717,alb,2035,21034
718,alb,2036,21463
719,alb,2037,21899
720,alb,2038,22345
721,alb,2039,22799
722,alb,2040,23263
723,and,1800,1197
724,and,1801,1199
725,and,1802,1201
726,and,1803,1204
727,and,1804,1206
728,and,1805,1208
729,and,1806,1210
730,and,1807,1212
731,and,1808,1215
732,and,1809,1217
733,and,1810,1219
734,and,1811,1221
735,and,1812,1224
736,and,1813,1226
737,and,1814,1228
738,and,1815,1230
739,and,1816,1233
740,and,1817,1235
741,and,1818,1237
742,and,1819,1239
743,and,1820,1242
744,and,1821,1256
745,and,1822,1271
746,and,1823,1286
747,and,1824,1302
748,and,1825,1317
749,and,1826,1333
750,and,1827,1349
751,and,1828,1365
752,and,1829,1381
753,and,1830,1397
754,and,1831,1414
755,and,1832,1431
756,and,1833,1448
757,and,1834,1465
758,and,1835,1482
759,and,1836,1500
760,and,1837,1518
761,and,1838,1536
762,and,1839,1554
763,and,1840,1573
764,and,1841,1591
765,and,1842,1610
766,and,1843,1629
767,and,1844,1649
768,and,1845,1668
769,and,1846,1688
770,and,1847,1708
771,and,1848,1728
772,and,1849,1749
773,and,1850,1770
774,and,1851,1791
775,and,1852,1812
776,and,1853,1834
777,and,1854,1855
778,and,1855,1877
779,and,1856,1900
780,and,1857,1922
781,and,1858,1945
782,and,1859,1968
783,and,1860,1992
784,and,1861,2015
785,and,1862,2039
786,and,1863,2064
787,and,1864,2088
788,and,1865,2113
789,and,1866,2138
790,and,1867,2164
791,and,1868,2189
792,and,1869,2215
793,and,1870,2242
794,and,1871,2268
795,and,1872,2295
796,and,1873,2322
797,and,1874,2350
798,and,1875,2378
799,and,1876,2406
800,and,1877,2435
801,and,1878,2464
802,and,1879,2493
803,and,1880,2523
804,and,1881,2553
805,and,1882,2583
806,and,1883,2614
807,and,1884,2645
808,and,1885,2676
809,and,1886,2708
810,and,1887,2740
811,and,1888,2773
812,and,1889,2806
813,and,1890,2839
814,and,1891,2873
815,and,1892,2907
816,and,1893,2942
817,and,1894,2977
818,and,1895,3012
819,and,1896,3048
820,and,1897,3084
821,and,1898,3121
822,and,1899,3158
823,and,1900,3195
824,and,1901,3233
825,and,1902,3272
826,and,1903,3310
827,and,1904,3350
828,and,1905,3390
829,and,1906,3430
830,and,1907,3471
831,and,1908,3512
832,and,1909,3554
833,and,1910,3596
834,and,1911,3639
835,and,1912,3682
836,and,1913,3726
837,and,1914,3788
838,and,1915,3852
839,and,1916,3916
840,and,1917,3982
841,and,1918,4049
842,and,1919,4117
843,and,1920,4186
844,and,1921,4258
845,and,1922,4332
846,and,1923,4407
847,and,1924,4483
848,and,1925,4560
849,and,1926,4639
850,and,1927,4719
851,and,1928,4800
852,and,1929,4883
853,and,1930,4967
854,and,1931,5052
855,and,1932,5139
856,and,1933,5228
857,and,1934,5318
858,and,1935,5410
859,and,1936,5503
860,and,1937,5597
861,and,1938,5693
862,and,1939,5791
863,and,1940,5891
864,and,1941,5992
865,and,1942,6095
866,and,1943,6200
867,and,1944,6306
868,and,1945,6414
869,and,1946,6524
870,and,1947,6636
871,and,1948,6750
872,and,1949,6866
873,and,1950,6984
874,and,1951,7550
875,and,1952,8163
876,and,1953,8825
877,and,1954,9541
878,and,1955,10315
879,and,1956,11152
880,and,1957,12056
881,and,1958,13034
882,and,1959,14091
883,and,1960,15234
884,and,1961,16469
885,and,1962,17805
886,and,1963,19248
887,and,1964,20809
888,and,1965,22496
889,and,1966,24320
890,and,1967,26291
891,and,1968,28422
892,and,1969,30726
893,and,1970,33216
894,and,1971,33032
895,and,1972,33969
896,and,1973,34892
897,and,1974,35264
898,and,1975,34092
899,and,1976,34041
900,and,1977,33964
901,and,1978,33476
902,and,1979,32471
903,and,1980,32055
904,and,1981,30795
905,and,1982,29907
906,and,1983,29143
907,and,1984,28394
908,and,1985,27829
909,and,1986,27560
910,and,1987,27932
911,and,1988,28216
912,and,1989,28449
913,and,1990,28417
914,and,1991,28029
915,and,1992,27218
916,and,1993,26011
917,and,1994,25907
918,and,1995,26143
919,and,1996,27180
920,and,1997,29729
921,and,1998,30819
922,and,1999,31940
923,and,2000,31662
924,and,2001,31794
925,and,2002,31866
926,and,2003,34500
927,and,2004,36330
928,and,2005,39787
929,and,2006,42738
930,and,2007,43442
931,and,2008,41426
932,and,2009,41735
933,and,2010,38982
934,and,2011,41958
935,and,2012,41926
936,and,2013,43735
937,and,2014,44930
938,and,2015,46578
939,and,2016,48186
940,and,2017,49768
941,and,2018,51494
942,and,2019,53245
943,and,2020,55047
944,and,2021,56871
945,and,2022,58681
946,and,2023,60446
947,and,2024,62149
948,and,2025,63871
949,and,2026,65584
950,and,2027,67266
951,and,2028,68906
952,and,2029,70502
953,and,2030,72064
954,and,2031,73605
955,and,2032,75142
956,and,2033,76689
957,and,2034,78256
958,and,2035,79850
959,and,2036,81475
960,and,2037,83132
961,and,2038,84823
962,and,2039,86548
963,and,2040,88308
964,are,1800,998
965,are,1801,1001
966,are,1802,1005
967,are,1803,1009
968,are,1804,1013
969,are,1805,1016
970,are,1806,1020
971,are,1807,1024
972,are,1808,1028
973,are,1809,1032
974,are,1810,1036
975,are,1811,1039
976,are,1812,1043
977,are,1813,1047
978,are,1814,1051
979,are,1815,1055
980,are,1816,1059
981,are,1817,1063
982,are,1818,1067
983,are,1819,1071
984,are,1820,1075
985,are,1821,1079
986,are,1822,1083
987,are,1823,1087
988,are,1824,1091
989,are,1825,1095
990,are,1826,1099
991,are,1827,1103
992,are,1828,1108
993,are,1829,1112
994,are,1830,1116
995,are,1831,1120
996,are,1832,1124
997,are,1833,1129
998,are,1834,1133
999,are,1835,1137
1000,are,1836,1141
1001,are,1837,1146
1002,are,1838,1150
1003,are,1839,1154
1004,are,1840,1158
1005,are,1841,1163
1006,are,1842,1167
1007,are,1843,1172
1008,are,1844,1176
1009,are,1845,1180
1010,are,1846,1185
1011,are,1847,1189
1012,are,1848,1194
1013,are,1849,1198
1014,are,1850,1203
1015,are,1851,1207
1016,are,1852,1212
1017,are,1853,1216
1018,are,1854,1221
1019,are,1855,1225
1020,are,1856,1230
1021,are,1857,1234
1022,are,1858,1239
1023,are,1859,1244
1024,are,1860,1248
1025,are,1861,1253
1026,are,1862,1258
1027,are,1863,1262
1028,are,1864,1267
1029,are,1865,1272
1030,are,1866,1277
1031,are,1867,1281
1032,are,1868,1286
1033,are,1869,1291
1034,are,1870,1296
1035,are,1871,1315
1036,are,1872,1334
1037,are,1873,1353
1038,are,1874,1373
1039,are,1875,1393
1040,are,1876,1414
1041,are,1877,1434
1042,are,1878,1455
1043,are,1879,1476
1044,are,1880,1498
1045,are,1881,1520
1046,are,1882,1542
1047,are,1883,1564
1048,are,1884,1587
1049,are,1885,1610
1050,are,1886,1634
1051,are,1887,1658
1052,are,1888,1682
1053,are,1889,1706
1054,are,1890,1731
1055,are,1891,1756
1056,are,1892,1782
1057,are,1893,1808
1058,are,1894,1834
1059,are,1895,1861
1060,are,1896,1888
1061,are,1897,1916
1062,are,1898,1944
1063,are,1899,1972
1064,are,1900,2001
1065,are,1901,2030
1066,are,1902,2060
1067,are,1903,2090
1068,are,1904,2120
1069,are,1905,2151
1070,are,1906,2182
1071,are,1907,2214
1072,are,1908,2247
1073,are,1909,2279
1074,are,1910,2313
1075,are,1911,2346
1076,are,1912,2380
1077,are,1913,2415
1078,are,1914,2298
1079,are,1915,2187
1080,are,1916,2082
1081,are,1917,1981
1082,are,1918,1885
1083,are,1919,1986
1084,are,1920,2092
1085,are,1921,2204
1086,are,1922,2321
1087,are,1923,2305
1088,are,1924,2289
1089,are,1925,2273
1090,are,1926,2223
1091,are,1927,2175
1092,are,1928,2128
1093,are,1929,1973
1094,are,1930,1830
1095,are,1931,1697
1096,are,1932,1574
1097,are,1933,1460
1098,are,1934,1354
1099,are,1935,1333
1100,are,1936,1313
1101,are,1937,1293
1102,are,1938,1273
1103,are,1939,1253
1104,are,1940,1234
1105,are,1941,1215
1106,are,1942,1197
1107,are,1943,1178
1108,are,1944,1160
1109,are,1945,1168
1110,are,1946,1176
1111,are,1947,1184
1112,are,1948,1192
1113,are,1949,1200
1114,are,1950,1208
1115,are,1951,1215
1116,are,1952,1221
1117,are,1953,1228
1118,are,1954,1235
1119,are,1955,1242
1120,are,1956,1248
1121,are,1957,1255
1122,are,1958,1407
1123,are,1959,1577
1124,are,1960,1767
1125,are,1961,1973
1126,are,1962,2203
1127,are,1963,2863
1128,are,1964,4871
1129,are,1965,8285
1130,are,1966,14092
1131,are,1967,23968
1132,are,1968,28831
1133,are,1969,34679
1134,are,1970,41712
1135,are,1971,40411
1136,are,1972,38807
1137,are,1973,59459
1138,are,1974,145607
1139,are,1975,163793
1140,are,1976,161232
1141,are,1977,163498
1142,are,1978,139828
1143,are,1979,155673
1144,are,1980,178635
1145,are,1981,177262
1146,are,1982,154741
1147,are,1983,141826
1148,are,1984,136876
1149,are,1985,126695
1150,are,1986,98047
1151,are,1987,99140
1152,are,1988,80914
1153,are,1989,90133
1154,are,1990,112350
1155,are,1991,106956
1156,are,1992,104302
1157,are,1993,99773
1158,are,1994,101018
1159,are,1995,102387
1160,are,1996,103032
1161,are,1997,105953
1162,are,1998,100904
1163,are,1999,98483
1164,are,2000,103318
1165,are,2001,99414
1166,are,2002,96679
1167,are,2003,98581
1168,are,2004,98543
1169,are,2005,91625
1170,are,2006,87120
1171,are,2007,77236
1172,are,2008,69351
1173,are,2009,58843
1174,are,2010,55363
1175,are,2011,56574
1176,are,2012,57852
1177,are,2013,60403
1178,are,2014,62949
1179,are,2015,65789
1180,are,2016,67045
1181,are,2017,66676
1182,are,2018,66616
1183,are,2019,65650
1184,are,2020,65306
1185,are,2021,65094
1186,are,2022,64627
1187,are,2023,64216
1188,are,2024,63846
1189,are,2025,63579
1190,are,2026,63500
1191,are,2027,63668
1192,are,2028,64106
1193,are,2029,64806
1194,are,2030,65734
1195,are,2031,66841
1196,are,2032,68079
1197,are,2033,69407
1198,are,2034,70795
1199,are,2035,72227
1200,are,2036,73693
1201,are,2037,75191
1202,are,2038,76721
1203,are,2039,78281
1204,are,2040,79873
1205,arg,1800,1635
1206,arg,1801,1641
1207,arg,1802,1646
1208,arg,1803,1652
1209,arg,1804,1658
1210,arg,1805,1664
1211,arg,1806,1670
1212,arg,1807,1675
1213,arg,1808,1681
1214,arg,1809,1687
1215,arg,1810,1693
1216,arg,1811,1699
1217,arg,1812,1705
1218,arg,1813,1711
1219,arg,1814,1717
1220,arg,1815,1723
1221,arg,1816,1729
1222,arg,1817,1735
1223,arg,1818,1741
1224,arg,1819,1747
1225,arg,1820,1753
1226,arg,1821,1766
1227,arg,1822,1780
1228,arg,1823,1793
1229,arg,1824,1807
1230,arg,1825,1820
1231,arg,1826,1834
1232,arg,1827,1848
1233,arg,1828,1862
1234,arg,1829,1876
1235,arg,1830,1890
1236,arg,1831,1905
1237,arg,1832,1919
1238,arg,1833,1934
1239,arg,1834,1948
1240,arg,1835,1963
1241,arg,1836,1978
1242,arg,1837,1993
1243,arg,1838,2008
1244,arg,1839,2023
1245,arg,1840,2038
1246,arg,1841,2054
1247,arg,1842,2069
1248,arg,1843,2085
1249,arg,1844,2101
1250,arg,1845,2117
1251,arg,1846,2133
1252,arg,1847,2149
1253,arg,1848,2165
1254,arg,1849,2181
1255,arg,1850,2198
1256,arg,1851,2216
1257,arg,1852,2233
1258,arg,1853,2251
1259,arg,1854,2269
1260,arg,1855,2287
1261,arg,1856,2305
1262,arg,1857,2324
1263,arg,1858,2342
1264,arg,1859,2361
1265,arg,1860,2380
1266,arg,1861,2399
1267,arg,1862,2418
1268,arg,1863,2438
1269,arg,1864,2457
1270,arg,1865,2477
1271,arg,1866,2497
1272,arg,1867,2517
1273,arg,1868,2537
1274,arg,1869,2557
1275,arg,1870,2578
1276,arg,1871,2634
1277,arg,1872,2692
1278,arg,1873,2751
1279,arg,1874,2811
1280,arg,1875,2873
1281,arg,1876,2877
1282,arg,1877,3108
1283,arg,1878,2887
1284,arg,1879,2936
1285,arg,1880,2818
1286,arg,1881,2801
1287,arg,1882,3426
1288,arg,1883,3716
1289,arg,1884,3842
1290,arg,1885,4302
1291,arg,1886,4156
1292,arg,1887,4233
1293,arg,1888,4649
1294,arg,1889,4725
1295,arg,1890,4245
1296,arg,1891,4002
1297,arg,1892,4684
1298,arg,1893,4858
1299,arg,1894,5476
1300,arg,1895,5933
1301,arg,1896,6299
1302,arg,1897,4958
1303,arg,1898,5224
1304,arg,1899,5963
1305,arg,1900,5051
1306,arg,1901,5060
1307,arg,1902,4772
1308,arg,1903,5256
1309,arg,1904,5605
1310,arg,1905,6110
1311,arg,1906,6180
